requirement_id,line_no,summary,phase,artifact,validation,owner
R-6129,6129,reproducibility and submission packages are complete;,12,phase_gate_register.csv (Gate 12),"Gate 12 final gate sign-off (P1-P10, R1-R6) + Section 15 validators",P1
R-6130,6130,no critical/major review issue remains;,12,phase_gate_register.csv (Gate 12),"Gate 12 final gate sign-off (P1-P10, R1-R6) + Section 15 validators",P1
R-6131,6131,all final manifests and checksums agree.,12,phase_gate_register.csv (Gate 12),"Gate 12 final gate sign-off (P1-P10, R1-R6) + Section 15 validators",P1
R-6135,6135,Set Phase 12 to FROZEN and the project to COMPLETE only when every acceptance criterion is proven. If scientific work passes but author/a...,12,phase_gate_register.csv (Gate 12),"Gate 12 final gate sign-off (P1-P10, R1-R6) + Section 15 validators",P1
R-6165,6165,validate config diffs before runs;,12,risk_register.csv,"Gate 12 final gate sign-off (P1-P10, R1-R6) + Section 15 validators",P1
R-6166,6166,use resume/retry without protocol changes;,12,risk_register.csv,"Gate 12 final gate sign-off (P1-P10, R1-R6) + Section 15 validators",P1
R-6167,6167,report conditional/order-dependent effects honestly;,12,risk_register.csv,"Gate 12 final gate sign-off (P1-P10, R1-R6) + Section 15 validators",P1
R-6168,6168,fail closed on incomplete matrices;,12,risk_register.csv,"Gate 12 final gate sign-off (P1-P10, R1-R6) + Section 15 validators",P1
R-6169,6169,promote and reanalyze from immutable evidence;,12,risk_register.csv,"Gate 12 final gate sign-off (P1-P10, R1-R6) + Section 15 validators",P1
R-6170,6170,apply text-only correction exception;,12,risk_register.csv,"Gate 12 final gate sign-off (P1-P10, R1-R6) + Section 15 validators",P1
R-6171,6171,regenerate Word from semantic sources;,12,risk_register.csv,"Gate 12 final gate sign-off (P1-P10, R1-R6) + Section 15 validators",P1
R-6172,6172,recheck official journal guidance immediately before packaging.,12,risk_register.csv,"Gate 12 final gate sign-off (P1-P10, R1-R6) + Section 15 validators",P1
R-6176,6176,"Every generated output in this phase, including the final main and supplementary PDF/DOCX files, ablation release, reproducibility packag...",12,submission package,"Gate 12 final gate sign-off (P1-P10, R1-R6) + Section 15 validators",P1
R-6182,6182,"Gate 12 — Final project gate: P1–P10 and R1–R6 approve all applicable criteria. No critical/major issue, evidence-boundary violation, alg...",12,phase_gate_register.csv (Gate 12),"Gate 12 final gate sign-off (P1-P10, R1-R6) + Section 15 validators",P1
R-6193,6193,Score each applicable item from 1 to 5:,cross,revision_tickets.csv / review reports,Phase 10/12.21 adversarial review scoring; ticket on any score <=3,P1
R-6201,6201,Any score ≤3 creates a ticket. A score ≤2 is a blocking major unless the item is formally not applicable with evidence.,cross,revision_tickets.csv / review reports,Phase 10/12.21 adversarial review scoring; ticket on any score <=3,P1
R-6204,6204,Rubric-to-role mapping follows the Section 11.2 role definitions: R1 scores 14.2–14.4; R2 (methodological/statistical) scores 14.5 and th...,cross,revision_tickets.csv / review reports,Phase 10/12.21 adversarial review scoring; ticket on any score <=3,R1
R-6215,6215,Is the problem specific and important within the approved literature scope?,cross,review_R1_scientific.md,Phase 10/12.21 adversarial review scoring; ticket on any score <=3,R1
R-6216,6216,Is the contribution boundary explicit?,cross,review_R1_scientific.md,Phase 10/12.21 adversarial review scoring; ticket on any score <=3,R1
R-6217,6217,"Is SGSM distinguished accurately from differential grouping, eigenvector crossover, covariance adaptation, and direct search?",cross,review_R1_scientific.md,Phase 10/12.21 adversarial review scoring; ticket on any score <=3,R1
R-6219,6219,"Are inherited, modified, combined, and original elements separated?",cross,review_R1_scientific.md,Phase 10/12.21 adversarial review scoring; ticket on any score <=3,R1
R-6220,6220,Are novelty statements bounded to the closed corpus?,cross,review_R1_scientific.md,Phase 10/12.21 adversarial review scoring; ticket on any score <=3,R1
R-6221,6221,Does the same-family panel support the exact claims made?,cross,review_R1_scientific.md,Phase 10/12.21 adversarial review scoring; ticket on any score <=3,R1
R-6222,6222,Does the paper avoid field-wide superiority claims?,cross,review_R1_scientific.md,Phase 10/12.21 adversarial review scoring; ticket on any score <=3,R1
R-6223,6223,Are negative and null results visible?,cross,review_R1_scientific.md,Phase 10/12.21 adversarial review scoring; ticket on any score <=3,R1
R-6224,6224,Does the supplementary ablation test components at the correct level without causal overstatement?,cross,review_R1_scientific.md,Phase 10/12.21 adversarial review scoring; ticket on any score <=3,R1
R-6229,6229,Can a competent reader reimplement the core?,cross,review_R1_scientific.md,Phase 10/12.21 adversarial review scoring; ticket on any score <=3,R1
R-6230,6230,"Are all symbols, distributions, parameters, states, and update orders defined?",cross,review_R1_scientific.md,Phase 10/12.21 adversarial review scoring; ticket on any score <=3,R1
R-6231,6231,"Do equations, pseudocode, code, and Word OMML agree?",cross,review_R1_scientific.md,Phase 10/12.21 adversarial review scoring; ticket on any score <=3,R1
R-6232,6232,Are evaluation budgets and local-search calls fully counted?,cross,review_R1_scientific.md,Phase 10/12.21 adversarial review scoring; ticket on any score <=3,R1
R-6233,6233,Are numerical safeguards and fallback behaviors specified?,cross,review_R1_scientific.md,Phase 10/12.21 adversarial review scoring; ticket on any score <=3,R1
R-6234,6234,Are time and memory complexity derived from actual code?,cross,review_R1_scientific.md,Phase 10/12.21 adversarial review scoring; ticket on any score <=3,R1
R-6235,6235,Is the final frozen implementation identical across primary and ablation experiments?,cross,review_R1_scientific.md,Phase 10/12.21 adversarial review scoring; ticket on any score <=3,R1
R-6240,6240,"Are suite definitions, dimensions, functions, and run counts verified?",cross,review_R1_scientific.md,Phase 10/12.21 adversarial review scoring; ticket on any score <=3,R1
R-6241,6241,Are seeds and pairing available?,cross,review_R1_scientific.md,Phase 10/12.21 adversarial review scoring; ticket on any score <=3,R1
R-6242,6242,"Are comparator budgets, parameter tuning, boundary handling, and failure rules fair?",cross,review_R1_scientific.md,Phase 10/12.21 adversarial review scoring; ticket on any score <=3,R1
R-6244,6244,Are imported and reproduced results distinguished?,cross,review_R1_scientific.md,Phase 10/12.21 adversarial review scoring; ticket on any score <=3,R1
R-6245,6245,Is eGSK provenance handled correctly?,cross,review_R1_scientific.md,Phase 10/12.21 adversarial review scoring; ticket on any score <=3,R1
R-6246,6246,Is CEC2013's role pre-specified rather than outcome-driven?,cross,review_R1_scientific.md,Phase 10/12.21 adversarial review scoring; ticket on any score <=3,R1
R-6247,6247,Are convergence cases selected by a defensible rule?,cross,review_R1_scientific.md,Phase 10/12.21 adversarial review scoring; ticket on any score <=3,R1
R-6248,6248,Are results generated exclusively from the approved evidence root?,cross,review_R1_scientific.md,Phase 10/12.21 adversarial review scoring; ticket on any score <=3,R1
R-6252,6252,Is the estimand clear?,cross,review_R2_statistics.md,Phase 10/12.21 adversarial review scoring; ticket on any score <=3,R2
R-6253,6253,Are observation and experimental units distinguished?,cross,review_R2_statistics.md,Phase 10/12.21 adversarial review scoring; ticket on any score <=3,R2
R-6254,6254,Is pseudoreplication avoided?,cross,review_R2_statistics.md,Phase 10/12.21 adversarial review scoring; ticket on any score <=3,R2
R-6255,6255,Are Friedman/Nemenyi assumptions and task counts valid?,cross,review_R2_statistics.md,Phase 10/12.21 adversarial review scoring; ticket on any score <=3,R2
R-6256,6256,Is Wilcoxon pairing valid and zero handling reported?,cross,review_R2_statistics.md,Phase 10/12.21 adversarial review scoring; ticket on any score <=3,R2
R-6257,6257,Are multiplicity families pre-defined and Holm applied correctly?,cross,review_R2_statistics.md,Phase 10/12.21 adversarial review scoring; ticket on any score <=3,R2
R-6258,6258,Are effect measures compatible with design?,cross,review_R2_statistics.md,Phase 10/12.21 adversarial review scoring; ticket on any score <=3,R2
R-6259,6259,Are BCa intervals resampled at the correct level?,cross,review_R2_statistics.md,Phase 10/12.21 adversarial review scoring; ticket on any score <=3,R2
R-6260,6260,"Are p-values, effects, intervals, and direction consistent?",cross,review_R2_statistics.md,Phase 10/12.21 adversarial review scoring; ticket on any score <=3,R2
R-6261,6261,Are robustness reversals disclosed?,cross,review_R2_statistics.md,Phase 10/12.21 adversarial review scoring; ticket on any score <=3,R2
R-6265,6265,Can every headline number be regenerated from an immutable evidence release?,cross,review_R3_reproducibility.md,Phase 10/12.21 adversarial review scoring; ticket on any score <=3,R3
R-6266,6266,"Are source paths, checksums, commit, evaluator, configuration, seeds, MaxFES, and environment recorded?",cross,review_R3_reproducibility.md,Phase 10/12.21 adversarial review scoring; ticket on any score <=3,R3
R-6268,6268,Does strict publication mode fail rather than fall back?,cross,review_R3_reproducibility.md,Phase 10/12.21 adversarial review scoring; ticket on any score <=3,R3
R-6269,6269,Are raw and derived releases immutable and versioned?,cross,review_R3_reproducibility.md,Phase 10/12.21 adversarial review scoring; ticket on any score <=3,R3
R-6270,6270,Do table/figure generators use named commands and sources?,cross,review_R3_reproducibility.md,Phase 10/12.21 adversarial review scoring; ticket on any score <=3,R3
R-6271,6271,Does the clean package rebuild without repository-only paths?,cross,review_R3_reproducibility.md,Phase 10/12.21 adversarial review scoring; ticket on any score <=3,R3
R-6272,6272,"Do software tests, lint, profile lock, and documentation build pass?",cross,review_R3_reproducibility.md,Phase 10/12.21 adversarial review scoring; ticket on any score <=3,R3
R-6276,6276,Does every scientific paragraph have appropriate support?,cross,review_R1_scientific.md (P9 support),Phase 10/12.21 adversarial review scoring; ticket on any score <=3,P9
R-6277,6277,Does every citation support the nearby claim?,cross,review_R1_scientific.md (P9 support),Phase 10/12.21 adversarial review scoring; ticket on any score <=3,P9
R-6278,6278,Are source locators available?,cross,review_R1_scientific.md (P9 support),Phase 10/12.21 adversarial review scoring; ticket on any score <=3,P9
R-6279,6279,Are empirical claims bound to approved evidence?,cross,review_R1_scientific.md (P9 support),Phase 10/12.21 adversarial review scoring; ticket on any score <=3,P9
R-6280,6280,Are unsupported claims omitted or narrowed?,cross,review_R1_scientific.md (P9 support),Phase 10/12.21 adversarial review scoring; ticket on any score <=3,P9
R-6281,6281,Are all bibliography entries and citation fields consistent across formats?,cross,review_R1_scientific.md (P9 support),Phase 10/12.21 adversarial review scoring; ticket on any score <=3,P9
R-6282,6282,Is decorative citation avoided even if fewer than 57 sources are ultimately used?,cross,review_R1_scientific.md (P9 support),Phase 10/12.21 adversarial review scoring; ticket on any score <=3,P9
R-6284,6284,Are conclusions and cover-letter claims within the claims ceiling?,cross,review_R1_scientific.md (P9 support),Phase 10/12.21 adversarial review scoring; ticket on any score <=3,P9
R-6288,6288,Is the narrative coherent and evidence-led?,cross,review_R4_editorial.md,Phase 10/12.21 adversarial review scoring; ticket on any score <=3,R4
R-6289,6289,Are paragraphs focused and transitions logical?,cross,review_R4_editorial.md,Phase 10/12.21 adversarial review scoring; ticket on any score <=3,R4
R-6290,6290,Is terminology stable?,cross,review_R4_editorial.md,Phase 10/12.21 adversarial review scoring; ticket on any score <=3,R4
R-6291,6291,Are generic and promotional phrases absent?,cross,review_R4_editorial.md,Phase 10/12.21 adversarial review scoring; ticket on any score <=3,R4
R-6292,6292,Are losses and limitations clear?,cross,review_R4_editorial.md,Phase 10/12.21 adversarial review scoring; ticket on any score <=3,R4
R-6293,6293,Are sections within the verified journal budget?,cross,review_R4_editorial.md,Phase 10/12.21 adversarial review scoring; ticket on any score <=3,R4
R-6294,6294,Are tables and captions self-contained?,cross,review_R4_editorial.md,Phase 10/12.21 adversarial review scoring; ticket on any score <=3,R4
R-6295,6295,Are figures readable at final size and accessible?,cross,review_R4_editorial.md,Phase 10/12.21 adversarial review scoring; ticket on any score <=3,R4
R-6296,6296,Is the main manuscript free of ablation results?,cross,review_R4_editorial.md,Phase 10/12.21 adversarial review scoring; ticket on any score <=3,R4
R-6297,6297,Is the supplement complete but not a dumping ground?,cross,review_R4_editorial.md,Phase 10/12.21 adversarial review scoring; ticket on any score <=3,R4
R-6301,6301,"Natural-prose audit is a quality audit only, never authorship-detector evasion; check the 14.9 criteria.",cross,review_R4_editorial.md / natural-prose audit,Phase 10/12.21 adversarial review scoring; ticket on any score <=3,R4
R-6304,6304,Rubric check (14.9): varied but controlled sentence rhythm;,cross,review_R4_editorial.md / natural-prose audit,Phase 10/12.21 adversarial review scoring; ticket on any score <=3,R4
R-6305,6305,Rubric check (14.9): no repeated hollow transitions;,cross,review_R4_editorial.md / natural-prose audit,Phase 10/12.21 adversarial review scoring; ticket on any score <=3,R4
R-6306,6306,Rubric check (14.9): no compulsive tricolons;,cross,review_R4_editorial.md / natural-prose audit,Phase 10/12.21 adversarial review scoring; ticket on any score <=3,R4
R-6307,6307,Rubric check (14.9): no more than one First/Second/Third ladder per section;,cross,review_R4_editorial.md / natural-prose audit,Phase 10/12.21 adversarial review scoring; ticket on any score <=3,R4
R-6308,6308,Rubric check (14.9): concrete paper-specific detail;,cross,review_R4_editorial.md / natural-prose audit,Phase 10/12.21 adversarial review scoring; ticket on any score <=3,R4
R-6309,6309,"Rubric check (14.9): local, earned hedging;",cross,review_R4_editorial.md / natural-prose audit,Phase 10/12.21 adversarial review scoring; ticket on any score <=3,R4
R-6310,6310,Rubric check (14.9): irregular but coherent paragraph lengths;,cross,review_R4_editorial.md / natural-prose audit,Phase 10/12.21 adversarial review scoring; ticket on any score <=3,R4
R-6311,6311,Rubric check (14.9): no three consecutive generic sentences;,cross,review_R4_editorial.md / natural-prose audit,Phase 10/12.21 adversarial review scoring; ticket on any score <=3,R4
R-6312,6312,Rubric check (14.9): no banned stock vocabulary except literal technical uses;,cross,review_R4_editorial.md / natural-prose audit,Phase 10/12.21 adversarial review scoring; ticket on any score <=3,R4
R-6313,6313,"Rubric check (14.9): style-only revisions do not change facts, numbers, citations, labels, or claim scope.",cross,review_R4_editorial.md / natural-prose audit,Phase 10/12.21 adversarial review scoring; ticket on any score <=3,R4
R-6318,6318,Rubric check (14.10): Are all equations native OMML and editable?,cross,review_R5_word.md,Phase 10/12.21 adversarial review scoring; ticket on any score <=3,R5
R-6319,6319,Rubric check (14.10): Are all tables native Word tables?,cross,review_R5_word.md,Phase 10/12.21 adversarial review scoring; ticket on any score <=3,R5
R-6320,6320,Rubric check (14.10): Are captions field-numbered and editable?,cross,review_R5_word.md,Phase 10/12.21 adversarial review scoring; ticket on any score <=3,R5
R-6321,6321,Rubric check (14.10): Are cross-references functional after field update?,cross,review_R5_word.md,Phase 10/12.21 adversarial review scoring; ticket on any score <=3,R5
R-6322,6322,"Rubric check (14.10): Are section, figure, table, algorithm, and equation numbers automatic?",cross,review_R5_word.md,Phase 10/12.21 adversarial review scoring; ticket on any score <=3,R5
R-6323,6323,"Rubric check (14.10): Are TOC, list of figures, and list of tables updateable?",cross,review_R5_word.md,Phase 10/12.21 adversarial review scoring; ticket on any score <=3,R5
R-6324,6324,Rubric check (14.10): Are citations and bibliography live/updateable?,cross,review_R5_word.md,Phase 10/12.21 adversarial review scoring; ticket on any score <=3,R5
R-6325,6325,Rubric check (14.10): Are styles used consistently?,cross,review_R5_word.md,Phase 10/12.21 adversarial review scoring; ticket on any score <=3,R5
R-6326,6326,Rubric check (14.10): Are diagrams vector/editable with native sources included?,cross,review_R5_word.md,Phase 10/12.21 adversarial review scoring; ticket on any score <=3,R5
R-6327,6327,"Rubric check (14.10): Are tracked changes, comments, hidden text, and placeholders absent?",cross,review_R5_word.md,Phase 10/12.21 adversarial review scoring; ticket on any score <=3,R5
R-6328,6328,Rubric check (14.10): Does content match LaTeX/PDF exactly?,cross,review_R5_word.md,Phase 10/12.21 adversarial review scoring; ticket on any score <=3,R5
R-6332,6332,"Rubric check (14.11): Did ablation begin only after final algorithm, primary benchmark, statistics, and main manuscript freezes?",12,review_final_ablation.md,Phase 12 adversarial review scoring (Section 14.11); ticket on any score <=3,R2
R-6334,6334,Rubric check (14.11): Was the frozen implementation unchanged?,12,review_final_ablation.md,Phase 12 adversarial review scoring (Section 14.11); ticket on any score <=3,R2
R-6335,6335,Rubric check (14.11): Are all audited scaffold cells complete at all four dimensions and n=25 (baseline plus one remove-one cell per mech...,12,review_final_ablation.md,Phase 12 adversarial review scoring (Section 14.11); ticket on any score <=3,R2
R-6339,6339,Rubric check (14.11): Is SGSM-off scope explicit for the scaffold matrix?,12,review_final_ablation.md,Phase 12 adversarial review scoring (Section 14.11); ticket on any score <=3,R2
R-6340,6340,Rubric check (14.11): Is the direct SGSM/adaptive overlay design separate and controlled?,12,review_final_ablation.md,Phase 12 adversarial review scoring (Section 14.11); ticket on any score <=3,R2
R-6341,6341,"Rubric check (14.11): Are marginal, incremental, and interaction claims distinguished?",12,review_final_ablation.md,Phase 12 adversarial review scoring (Section 14.11); ticket on any score <=3,R2
R-6342,6342,Rubric check (14.11): Are effects reported per dimension without hiding sign reversals?,12,review_final_ablation.md,Phase 12 adversarial review scoring (Section 14.11); ticket on any score <=3,R2
R-6343,6343,"Rubric check (14.11): Are statistical tests, effects, intervals, runtime, convergence, and sensitivity reported (memory when the optional...",12,review_final_ablation.md,Phase 12 adversarial review scoring (Section 14.11); ticket on any score <=3,R2
R-6347,6347,Rubric check (14.11): Are negative/null component results retained?,12,review_final_ablation.md,Phase 12 adversarial review scoring (Section 14.11); ticket on any score <=3,R2
R-6348,6348,Rubric check (14.11): Is every ablation result supplementary only and generated from promoted evidence-root data?,12,review_final_ablation.md,Phase 12 adversarial review scoring (Section 14.11); ticket on any score <=3,R2
R-6357,6357,Citation-set validation system shall run the eight enumerated 15.1 checks.,cross,citation validator (Appendix E.2),15.1 automated run at Phase 9-12 gates,P9
R-6359,6359,Citation check: parse papers/references.bib;,cross,citation validator (Appendix E.2),15.1 automated run at Phase 9-12 gates,P9
R-6360,6360,"Citation check: compare it with papers/governance/reference_inventory.csv (the canonical governance root, Sections 3 and 12.4);",cross,citation validator (Appendix E.2),15.1 automated run at Phase 9-12 gates,P9
R-6362,6362,"Citation check: scan LaTeX, canonical source, and Word citation fields;",cross,citation validator (Appendix E.2),15.1 automated run at Phase 9-12 gates,P9
R-6363,6363,Citation check: verify every used key is admissible;,cross,citation validator (Appendix E.2),15.1 automated run at Phase 9-12 gates,P9
R-6364,6364,Citation check: verify no undefined citation;,cross,citation validator (Appendix E.2),15.1 automated run at Phase 9-12 gates,P9
R-6365,6365,Citation check: verify every rendered bibliography entry has a legitimate role;,cross,citation validator (Appendix E.2),15.1 automated run at Phase 9-12 gates,P9
R-6366,6366,Citation check: verify main and supplement bibliographies are consistent;,cross,citation validator (Appendix E.2),15.1 automated run at Phase 9-12 gates,P9
R-6367,6367,Citation check: reject decorative all-key forcing.,cross,citation validator (Appendix E.2),15.1 automated run at Phase 9-12 gates,P9
R-6371,6371,Claim coverage: Every substantive sentence or paragraph shall map to one or more claim IDs.,cross,claims_evidence_matrix.csv / claim validator (E.3),15.2 claim-coverage validation at Gates 8-12,P9
R-6372,6372,Claim coverage: Every accepted claim shall have direct or appropriately bounded support.,cross,claims_evidence_matrix.csv / claim validator (E.3),15.2 claim-coverage validation at Gates 8-12,P9
R-6373,6373,"Claim coverage: Every abstract, conclusion, highlight, and cover-letter claim shall exist in the claims matrix.",cross,claims_evidence_matrix.csv / claim validator (E.3),15.2 claim-coverage validation at Gates 8-12,P9
R-6375,6375,Claim coverage: Every blocked/omitted claim shall be absent from final outputs.,cross,claims_evidence_matrix.csv / claim validator (E.3),15.2 claim-coverage validation at Gates 8-12,P9
R-6379,6379,"Number-binding validation applies to every number in main, supplement, PDF, Word, captions, highlights, cover letter.",cross,number-binding validator (E.4),15.3 assertion vs declared rounding at Gates 9-12,P5
R-6387,6387,"Validator also checks units, directions, ties, significance marks, effect values, intervals, ranks.",cross,number-binding validator (E.4),15.3 assertion vs declared rounding at Gates 9-12,P5
R-6392,6392,Every table/figure undergoes the eight 15.4 exhibit-binding checks.,cross,exhibit-binding validator (E.5) / artifact_binding.csv,15.4 automated exhibit checks at Gates 7-12,P5
R-6394,6394,Exhibit binding: source evidence release exists and is immutable;,cross,exhibit-binding validator (E.5) / artifact_binding.csv,15.4 automated exhibit checks at Gates 7-12,P5
R-6395,6395,Exhibit binding: source files and generator exist;,cross,exhibit-binding validator (E.5) / artifact_binding.csv,15.4 automated exhibit checks at Gates 7-12,P5
R-6396,6396,Exhibit binding: command is recorded;,cross,exhibit-binding validator (E.5) / artifact_binding.csv,15.4 automated exhibit checks at Gates 7-12,P5
R-6397,6397,Exhibit binding: checksum matches;,cross,exhibit-binding validator (E.5) / artifact_binding.csv,15.4 automated exhibit checks at Gates 7-12,P5
R-6398,6398,Exhibit binding: caption claim IDs exist;,cross,exhibit-binding validator (E.5) / artifact_binding.csv,15.4 automated exhibit checks at Gates 7-12,P5
R-6399,6399,Exhibit binding: artifact is referenced in the correct document;,cross,exhibit-binding validator (E.5) / artifact_binding.csv,15.4 automated exhibit checks at Gates 7-12,P5
R-6400,6400,Exhibit binding: no unexplained output is orphaned;,cross,exhibit-binding validator (E.5) / artifact_binding.csv,15.4 automated exhibit checks at Gates 7-12,P5
R-6401,6401,Exhibit binding: no ablation artifact appears in main.,cross,exhibit-binding validator (E.5) / artifact_binding.csv,15.4 automated exhibit checks at Gates 7-12,P5
R-6405,6405,"Compare main and supplement across LaTeX, PDF, Word on the seven 15.5 consistency dimensions.",cross,cross_format_consistency.csv / validator (E.9),15.5 cross-document comparison at Gates 9-12,P5
R-6420,6420,Build validation runs build_pdf.py and build_supplementary.py.,cross,papers/scripts/build_pdf.py / build_supplementary.py,15.6.1 build execution at Gates 9-12,P7
R-6424,6424,Inspect LaTeX build logs for undefined/overfull/missing patterns.,cross,LaTeX build logs,15.6.1 log inspection at Gates 9-12,P7
R-6435,6435,Resolve every scientifically or visually material build issue.,cross,LaTeX build logs,15.6.1 log inspection at Gates 9-12,P7
R-6437,6437,Read measured main-manuscript page count from build log; assert Section 1.5 hard limit; only fix is 8.6 supplement migration.,cross,build log page-count gate,15.6.1 page-limit assertion,P7
R-6445,6445,Word/OOXML build validation covers the ten 15.6.2 items.,cross,validate_docx.py (E.6-E.8),15.6.2 Word validation at Gates 9-12,P8
R-6460,6460,Evidence release: Every reportable empirical source resides under the selected evidence release root recorded in project_configuration.md...,cross,evidence-release validator (E.1) / release manifests,15.7 evidence-release checks at Gates 6-12,P4
R-6463,6463,Evidence release: No publication generator reads results/.,cross,evidence-release validator (E.1) / release manifests,15.7 evidence-release checks at Gates 6-12,P4
R-6464,6464,Evidence release: Release manifests and checksums match.,cross,evidence-release validator (E.1) / release manifests,15.7 evidence-release checks at Gates 6-12,P4
R-6465,6465,Evidence release: Previous releases remain unchanged.,cross,evidence-release validator (E.1) / release manifests,15.7 evidence-release checks at Gates 6-12,P4
R-6466,6466,Evidence release: Promotion source and destination hashes match.,cross,evidence-release validator (E.1) / release manifests,15.7 evidence-release checks at Gates 6-12,P4
R-6467,6467,Evidence release: Primary and ablation release IDs are explicit.,cross,evidence-release validator (E.1) / release manifests,15.7 evidence-release checks at Gates 6-12,P4
R-6471,6471,"At final submission commit run pytest, ruff, validate_profile_lock, build_docs_html.",12,engineering gate commands,15.8 command exit codes recorded,P5
R-6480,6480,Any unexplained engineering-gate failure blocks submission.,12,engineering gate commands,15.8 gate decision,P5
R-6484,6484,Project is done only when every 15.9 checkbox has recorded evidence.,12,final_integrity_audit.md,Gate 12 definition-of-done review,P1
R-6488,6488,DoD: Closed corpus identity audit complete.,12,final_integrity_audit.md,15.9.1 DoD evidence at Gate 12,P9
R-6489,6489,DoD: Every used citation is verified and semantically correct.,12,final_integrity_audit.md,15.9.1 DoD evidence at Gate 12,P9
R-6490,6490,DoD: No fictional or external scientific reference.,12,final_integrity_audit.md,15.9.1 DoD evidence at Gate 12,P9
R-6491,6491,DoD: Every scientific paragraph is appropriately supported.,12,final_integrity_audit.md,15.9.1 DoD evidence at Gate 12,P9
R-6492,6492,DoD: Claims matrix covers all manuscript and submission claims.,12,final_integrity_audit.md,15.9.1 DoD evidence at Gate 12,P9
R-6493,6493,"DoD: Evidence gaps are omitted, narrowed, or explicitly managed.",12,final_integrity_audit.md,15.9.1 DoD evidence at Gate 12,P9
R-6494,6494,DoD: Novelty wording is bounded to the reviewed corpus.,12,final_integrity_audit.md,15.9.1 DoD evidence at Gate 12,P9
R-6498,6498,DoD: Inherited/modified/original decomposition complete.,12,final_integrity_audit.md,15.9.2 DoD evidence at Gate 12,P2
R-6499,6499,"DoD: Equations, pseudocode, code, and configuration agree.",12,final_integrity_audit.md,15.9.2 DoD evidence at Gate 12,P2
R-6500,6500,DoD: All objective evaluations count toward MaxFES.,12,final_integrity_audit.md,15.9.2 DoD evidence at Gate 12,P2
R-6501,6501,DoD: Complexity and overhead are verified.,12,final_integrity_audit.md,15.9.2 DoD evidence at Gate 12,P2
R-6502,6502,DoD: Final algorithm freeze manifest is complete.,12,final_integrity_audit.md,15.9.2 DoD evidence at Gate 12,P2
R-6503,6503,DoD: No post-freeze implementation drift.,12,final_integrity_audit.md,15.9.2 DoD evidence at Gate 12,P2
R-6507,6507,"DoD: CEC2017, CEC2011, and CEC2013 protocols verified.",12,final_integrity_audit.md,15.9.3 DoD evidence at Gate 12,P3
R-6508,6508,DoD: Seven-algorithm panel provenance complete.,12,final_integrity_audit.md,15.9.3 DoD evidence at Gate 12,P4
R-6509,6509,"DoD: Seeds, run counts, functions, dimensions, and sentinels verified.",12,final_integrity_audit.md,15.9.3 DoD evidence at Gate 12,P4
R-6510,6510,DoD: Comparator fairness matrix complete.,12,final_integrity_audit.md,15.9.3 DoD evidence at Gate 12,P3
R-6511,6511,DoD: Statistical plan frozen before final analysis.,12,final_integrity_audit.md,15.9.3 DoD evidence at Gate 12,P3
R-6512,6512,"DoD: Tests, corrections, effects, and intervals valid.",12,final_integrity_audit.md,15.9.3 DoD evidence at Gate 12,P3
R-6513,6513,DoD: Convergence selection pre-specified.,12,final_integrity_audit.md,15.9.3 DoD evidence at Gate 12,P3
R-6514,6514,DoD: Every primary result resides in an immutable evidence release.,12,final_integrity_audit.md,15.9.3 DoD evidence at Gate 12,P4
R-6515,6515,DoD: No publication fallback to results/.,12,final_integrity_audit.md,15.9.3 DoD evidence at Gate 12,P4
R-6519,6519,DoD: All sections satisfy Part IX.,12,final_integrity_audit.md,15.9.4 DoD evidence at Gate 12,P6
R-6520,6520,DoD: Every number/citation/exhibit is bound.,12,final_integrity_audit.md,15.9.4 DoD evidence at Gate 12,P6
R-6521,6521,DoD: Losses and limitations are candid.,12,final_integrity_audit.md,15.9.4 DoD evidence at Gate 12,P6
R-6522,6522,"DoD: No ablation result, table, figure, or component-effect claim appears.",12,final_integrity_audit.md,15.9.4 DoD evidence at Gate 12,P6
R-6523,6523,DoD: Journal scope and page/word requirements are verified.,12,final_integrity_audit.md,15.9.4 DoD evidence at Gate 12,P10
R-6524,6524,"DoD: Measured main-manuscript page count satisfies the Section 1.5 hard page-limit rule; all non-essential material (extended tables, add...",12,final_integrity_audit.md,15.9.4 DoD evidence at Gate 12,P6
R-6528,6528,DoD: Main PDF builds cleanly.,12,final_integrity_audit.md,15.9.4 DoD evidence at Gate 12,P7
R-6529,6529,DoD: Main Word document is fully editable and updateable.,12,final_integrity_audit.md,15.9.4 DoD evidence at Gate 12,P8
R-6533,6533,DoD: Non-ablation supplement is complete and independent.,12,final_integrity_audit.md,15.9.5 DoD evidence at Gate 12,P6
R-6534,6534,DoD: Ablation began only after all required freezes.,12,final_integrity_audit.md,15.9.5 DoD evidence at Gate 12,P1
R-6535,6535,"DoD: Audited-cell CEC2017 scaffold design complete at D10/D30/D50/D100, n=25 (baseline plus one remove-one cell per mechanism active in t...",12,final_integrity_audit.md,15.9.5 DoD evidence at Gate 12,P4
R-6539,6539,DoD: Direct SGSM/adaptive overlay analysis complete.,12,final_integrity_audit.md,15.9.5 DoD evidence at Gate 12,P3
R-6540,6540,"DoD: Statistical, effect, interval, runtime, convergence, and sensitivity analyses complete (memory analyses when the optional pre-freeze...",12,final_integrity_audit.md,15.9.5 DoD evidence at Gate 12,P3
