algorithm,algorithm_version,suite,suite_version,dimension,function_set,n_runs,pairing_design,seed_policy,seed_schedule_path,max_fes,stopping_rule,parameter_file,boundary_handling,evidence_release_id,raw_path,raw_checksum,source_type,environment_id,fp_sentinel,commit_sha,completeness,comparability_status,notes,function_set_hash
apgsk,repo@c35c26de742d,cec2011,CEC2011 python-backend (benchmarks/cec_suite_python),240,F12,25,"paired: unified optimizer-independent seed schedule keyed (dim,func,run); shared runner-generated X0",unified,benchmarks/cec_reference_results/cec2011/apgsk/seed_schedule.csv,150000,max_evaluations,benchmarks/cec_reference_results/cec2011/apgsk/run_config.json,unrecorded-in-cell-metadata (frozen optimizer code; Phase 2 task 7 audit),PENDING-RELEASE-ID(phase2-evidence_release_manifest),benchmarks/cec_reference_results/cec2011/apgsk/apgsk_cec2011_D240.csv,sha256:a4ec7e480b9fd9f50af5df62b3df37b2f2a75537e6de87221b45f13c4e47d42e,local-python-runner(per environment.json),sha256:f242d753db87,10fef05901ee77631e8f6bbaf838b9836db88bf2669f2cbbcafb00fd82e41822,c35c26de742d8417184aab9ec533f4e3bcb5f091,complete:1problems(D240)x25runs,pending-task8(A-D classification),native-dimension cell; error column NaN by design (no published optimum); best_fitness authoritative,6b51d431df5d7f14
apgsk,repo@c35c26de742d,cec2011,CEC2011 python-backend (benchmarks/cec_suite_python),native(all),F1 F2 F3 F4 F5 F6 F7 F8 F9 F10 F11 F12 F13 F14 F15 F16 F17 F18 F19 F20 F21 F22,25,"paired: unified optimizer-independent seed schedule keyed (dim,func,run); shared runner-generated X0",unified,benchmarks/cec_reference_results/cec2011/apgsk/seed_schedule.csv,150000,max_evaluations,benchmarks/cec_reference_results/cec2011/apgsk/run_config.json,unrecorded-in-cell-metadata (frozen optimizer code; Phase 2 task 7 audit),PENDING-RELEASE-ID(phase2-evidence_release_manifest),benchmarks/cec_reference_results/cec2011/apgsk/apgsk_cec2011.csv,sha256:962391c3e9888463f547cab106feac6997df6068a63fd91ab04de53178a2fada,local-python-runner(per environment.json),sha256:f242d753db87,10fef05901ee77631e8f6bbaf838b9836db88bf2669f2cbbcafb00fd82e41822,c35c26de742d8417184aab9ec533f4e3bcb5f091,rollup:22problems x25runs=550rows,pending-task8(A-D classification),suite rollup summary across all native dims,3deaedaf2fa9d19b
fdb-agsk,repo@c35c26de742d,cec2011,CEC2011 python-backend (benchmarks/cec_suite_python),1,F3 F4,25,"paired: unified optimizer-independent seed schedule keyed (dim,func,run); shared runner-generated X0",unified,benchmarks/cec_reference_results/cec2011/fdb-agsk/seed_schedule.csv,150000,max_evaluations,benchmarks/cec_reference_results/cec2011/fdb-agsk/run_config.json,unrecorded-in-cell-metadata (frozen optimizer code; Phase 2 task 7 audit),PENDING-RELEASE-ID(phase2-evidence_release_manifest),benchmarks/cec_reference_results/cec2011/fdb-agsk/fdb-agsk_cec2011_D1.csv,sha256:fa4beb64f5a8799a64b250f3a34fe6e48213a2f2909befcb71c6cc81319c66f4,local-python-runner(per environment.json),sha256:5e325949397e,10fef05901ee77631e8f6bbaf838b9836db88bf2669f2cbbcafb00fd82e41822,c35c26de742d8417184aab9ec533f4e3bcb5f091,complete:2problems(D1)x25runs,pending-task8(A-D classification),native-dimension cell; error column NaN by design (no published optimum); best_fitness authoritative,5cc3ec012284b76c
fdb-agsk,repo@c35c26de742d,cec2011,CEC2011 python-backend (benchmarks/cec_suite_python),6,F1 F13,25,"paired: unified optimizer-independent seed schedule keyed (dim,func,run); shared runner-generated X0",unified,benchmarks/cec_reference_results/cec2011/fdb-agsk/seed_schedule.csv,150000,max_evaluations,benchmarks/cec_reference_results/cec2011/fdb-agsk/run_config.json,unrecorded-in-cell-metadata (frozen optimizer code; Phase 2 task 7 audit),PENDING-RELEASE-ID(phase2-evidence_release_manifest),benchmarks/cec_reference_results/cec2011/fdb-agsk/fdb-agsk_cec2011_D6.csv,sha256:0ceda77c24459aae779999bf6ff51ef7aaadd395d2a16447a31b9917af5b14ba,local-python-runner(per environment.json),sha256:5e325949397e,10fef05901ee77631e8f6bbaf838b9836db88bf2669f2cbbcafb00fd82e41822,c35c26de742d8417184aab9ec533f4e3bcb5f091,complete:2problems(D6)x25runs,pending-task8(A-D classification),native-dimension cell; error column NaN by design (no published optimum); best_fitness authoritative,30af9585eca8901c
fdb-agsk,repo@c35c26de742d,cec2011,CEC2011 python-backend (benchmarks/cec_suite_python),7,F8,25,"paired: unified optimizer-independent seed schedule keyed (dim,func,run); shared runner-generated X0",unified,benchmarks/cec_reference_results/cec2011/fdb-agsk/seed_schedule.csv,150000,max_evaluations,benchmarks/cec_reference_results/cec2011/fdb-agsk/run_config.json,unrecorded-in-cell-metadata (frozen optimizer code; Phase 2 task 7 audit),PENDING-RELEASE-ID(phase2-evidence_release_manifest),benchmarks/cec_reference_results/cec2011/fdb-agsk/fdb-agsk_cec2011_D7.csv,sha256:1f8086e84da4050b1242bea8b737df8d96f741ec54cd958a25f1785691a7adb4,local-python-runner(per environment.json),sha256:5e325949397e,10fef05901ee77631e8f6bbaf838b9836db88bf2669f2cbbcafb00fd82e41822,c35c26de742d8417184aab9ec533f4e3bcb5f091,complete:1problems(D7)x25runs,pending-task8(A-D classification),native-dimension cell; error column NaN by design (no published optimum); best_fitness authoritative,2c624232cdd22177
fdb-agsk,repo@c35c26de742d,cec2011,CEC2011 python-backend (benchmarks/cec_suite_python),12,F10,25,"paired: unified optimizer-independent seed schedule keyed (dim,func,run); shared runner-generated X0",unified,benchmarks/cec_reference_results/cec2011/fdb-agsk/seed_schedule.csv,150000,max_evaluations,benchmarks/cec_reference_results/cec2011/fdb-agsk/run_config.json,unrecorded-in-cell-metadata (frozen optimizer code; Phase 2 task 7 audit),PENDING-RELEASE-ID(phase2-evidence_release_manifest),benchmarks/cec_reference_results/cec2011/fdb-agsk/fdb-agsk_cec2011_D12.csv,sha256:a24728b2c761470d13a1c32531fac3e3bfbc24c5df5602683e525c92c9744a68,local-python-runner(per environment.json),sha256:5e325949397e,10fef05901ee77631e8f6bbaf838b9836db88bf2669f2cbbcafb00fd82e41822,c35c26de742d8417184aab9ec533f4e3bcb5f091,complete:1problems(D12)x25runs,pending-task8(A-D classification),native-dimension cell; error column NaN by design (no published optimum); best_fitness authoritative,4a44dc15364204a8
fdb-agsk,repo@c35c26de742d,cec2011,CEC2011 python-backend (benchmarks/cec_suite_python),13,F14,25,"paired: unified optimizer-independent seed schedule keyed (dim,func,run); shared runner-generated X0",unified,benchmarks/cec_reference_results/cec2011/fdb-agsk/seed_schedule.csv,150000,max_evaluations,benchmarks/cec_reference_results/cec2011/fdb-agsk/run_config.json,unrecorded-in-cell-metadata (frozen optimizer code; Phase 2 task 7 audit),PENDING-RELEASE-ID(phase2-evidence_release_manifest),benchmarks/cec_reference_results/cec2011/fdb-agsk/fdb-agsk_cec2011_D13.csv,sha256:b325ce02c742c04a0de56e3c00555dbf2ef0c115182014c69f5b4be9a488875b,local-python-runner(per environment.json),sha256:5e325949397e,10fef05901ee77631e8f6bbaf838b9836db88bf2669f2cbbcafb00fd82e41822,c35c26de742d8417184aab9ec533f4e3bcb5f091,complete:1problems(D13)x25runs,pending-task8(A-D classification),native-dimension cell; error column NaN by design (no published optimum); best_fitness authoritative,8527a891e2241369
fdb-agsk,repo@c35c26de742d,cec2011,CEC2011 python-backend (benchmarks/cec_suite_python),15,F15,25,"paired: unified optimizer-independent seed schedule keyed (dim,func,run); shared runner-generated X0",unified,benchmarks/cec_reference_results/cec2011/fdb-agsk/seed_schedule.csv,150000,max_evaluations,benchmarks/cec_reference_results/cec2011/fdb-agsk/run_config.json,unrecorded-in-cell-metadata (frozen optimizer code; Phase 2 task 7 audit),PENDING-RELEASE-ID(phase2-evidence_release_manifest),benchmarks/cec_reference_results/cec2011/fdb-agsk/fdb-agsk_cec2011_D15.csv,sha256:9eb607ea9cc347dde9d448bf71ee78cac3659ce58bbe632603d8c283eea800dc,local-python-runner(per environment.json),sha256:5e325949397e,10fef05901ee77631e8f6bbaf838b9836db88bf2669f2cbbcafb00fd82e41822,c35c26de742d8417184aab9ec533f4e3bcb5f091,complete:1problems(D15)x25runs,pending-task8(A-D classification),native-dimension cell; error column NaN by design (no published optimum); best_fitness authoritative,e629fa6598d73276
fdb-agsk,repo@c35c26de742d,cec2011,CEC2011 python-backend (benchmarks/cec_suite_python),20,F7,25,"paired: unified optimizer-independent seed schedule keyed (dim,func,run); shared runner-generated X0",unified,benchmarks/cec_reference_results/cec2011/fdb-agsk/seed_schedule.csv,150000,max_evaluations,benchmarks/cec_reference_results/cec2011/fdb-agsk/run_config.json,unrecorded-in-cell-metadata (frozen optimizer code; Phase 2 task 7 audit),PENDING-RELEASE-ID(phase2-evidence_release_manifest),benchmarks/cec_reference_results/cec2011/fdb-agsk/fdb-agsk_cec2011_D20.csv,sha256:e9c8cf52dd61bbea5698f98a98837d9c13725b9ce36bbebd21e9178065543228,local-python-runner(per environment.json),sha256:5e325949397e,10fef05901ee77631e8f6bbaf838b9836db88bf2669f2cbbcafb00fd82e41822,c35c26de742d8417184aab9ec533f4e3bcb5f091,complete:1problems(D20)x25runs,pending-task8(A-D classification),native-dimension cell; error column NaN by design (no published optimum); best_fitness authoritative,7902699be42c8a8e
fdb-agsk,repo@c35c26de742d,cec2011,CEC2011 python-backend (benchmarks/cec_suite_python),22,F22,25,"paired: unified optimizer-independent seed schedule keyed (dim,func,run); shared runner-generated X0",unified,benchmarks/cec_reference_results/cec2011/fdb-agsk/seed_schedule.csv,150000,max_evaluations,benchmarks/cec_reference_results/cec2011/fdb-agsk/run_config.json,unrecorded-in-cell-metadata (frozen optimizer code; Phase 2 task 7 audit),PENDING-RELEASE-ID(phase2-evidence_release_manifest),benchmarks/cec_reference_results/cec2011/fdb-agsk/fdb-agsk_cec2011_D22.csv,sha256:dcb2d192bcb471a13cc328d0ff486e26e77ae09030ad68cef92c0d43217206a4,local-python-runner(per environment.json),sha256:5e325949397e,10fef05901ee77631e8f6bbaf838b9836db88bf2669f2cbbcafb00fd82e41822,c35c26de742d8417184aab9ec533f4e3bcb5f091,complete:1problems(D22)x25runs,pending-task8(A-D classification),native-dimension cell; error column NaN by design (no published optimum); best_fitness authoritative,785f3ec7eb32f30b
fdb-agsk,repo@c35c26de742d,cec2011,CEC2011 python-backend (benchmarks/cec_suite_python),26,F21,25,"paired: unified optimizer-independent seed schedule keyed (dim,func,run); shared runner-generated X0",unified,benchmarks/cec_reference_results/cec2011/fdb-agsk/seed_schedule.csv,150000,max_evaluations,benchmarks/cec_reference_results/cec2011/fdb-agsk/run_config.json,unrecorded-in-cell-metadata (frozen optimizer code; Phase 2 task 7 audit),PENDING-RELEASE-ID(phase2-evidence_release_manifest),benchmarks/cec_reference_results/cec2011/fdb-agsk/fdb-agsk_cec2011_D26.csv,sha256:fb91c0cceb8105d8ac8fb19f608104050edd785e163c8f29e4bf8c5258c8aa67,local-python-runner(per environment.json),sha256:5e325949397e,10fef05901ee77631e8f6bbaf838b9836db88bf2669f2cbbcafb00fd82e41822,c35c26de742d8417184aab9ec533f4e3bcb5f091,complete:1problems(D26)x25runs,pending-task8(A-D classification),native-dimension cell; error column NaN by design (no published optimum); best_fitness authoritative,6f4b6612125fb3a0
fdb-agsk,repo@c35c26de742d,cec2011,CEC2011 python-backend (benchmarks/cec_suite_python),30,F2 F5 F6,25,"paired: unified optimizer-independent seed schedule keyed (dim,func,run); shared runner-generated X0",unified,benchmarks/cec_reference_results/cec2011/fdb-agsk/seed_schedule.csv,150000,max_evaluations,benchmarks/cec_reference_results/cec2011/fdb-agsk/run_config.json,unrecorded-in-cell-metadata (frozen optimizer code; Phase 2 task 7 audit),PENDING-RELEASE-ID(phase2-evidence_release_manifest),benchmarks/cec_reference_results/cec2011/fdb-agsk/fdb-agsk_cec2011_D30.csv,sha256:8c0364fe6690391571420a74090f0a62b8b1e7201ffdbbfe98f593161302fc05,local-python-runner(per environment.json),sha256:5e325949397e,10fef05901ee77631e8f6bbaf838b9836db88bf2669f2cbbcafb00fd82e41822,c35c26de742d8417184aab9ec533f4e3bcb5f091,complete:3problems(D30)x25runs,pending-task8(A-D classification),native-dimension cell; error column NaN by design (no published optimum); best_fitness authoritative,8b0c13a8001ea720
fdb-agsk,repo@c35c26de742d,cec2011,CEC2011 python-backend (benchmarks/cec_suite_python),40,F16,25,"paired: unified optimizer-independent seed schedule keyed (dim,func,run); shared runner-generated X0",unified,benchmarks/cec_reference_results/cec2011/fdb-agsk/seed_schedule.csv,150000,max_evaluations,benchmarks/cec_reference_results/cec2011/fdb-agsk/run_config.json,unrecorded-in-cell-metadata (frozen optimizer code; Phase 2 task 7 audit),PENDING-RELEASE-ID(phase2-evidence_release_manifest),benchmarks/cec_reference_results/cec2011/fdb-agsk/fdb-agsk_cec2011_D40.csv,sha256:80c29ec5b9e07847f589402db89c43e059a8b73f4b35340e9222c23be6a205f5,local-python-runner(per environment.json),sha256:5e325949397e,10fef05901ee77631e8f6bbaf838b9836db88bf2669f2cbbcafb00fd82e41822,c35c26de742d8417184aab9ec533f4e3bcb5f091,complete:1problems(D40)x25runs,pending-task8(A-D classification),native-dimension cell; error column NaN by design (no published optimum); best_fitness authoritative,b17ef6d19c7a5b1e
fdb-agsk,repo@c35c26de742d,cec2011,CEC2011 python-backend (benchmarks/cec_suite_python),96,F18 F19 F20,25,"paired: unified optimizer-independent seed schedule keyed (dim,func,run); shared runner-generated X0",unified,benchmarks/cec_reference_results/cec2011/fdb-agsk/seed_schedule.csv,150000,max_evaluations,benchmarks/cec_reference_results/cec2011/fdb-agsk/run_config.json,unrecorded-in-cell-metadata (frozen optimizer code; Phase 2 task 7 audit),PENDING-RELEASE-ID(phase2-evidence_release_manifest),benchmarks/cec_reference_results/cec2011/fdb-agsk/fdb-agsk_cec2011_D96.csv,sha256:37ea3fae2db2ad8ecbfa2e7cd6f4ae57fea175bbe9230fc57e6f206396e2db26,local-python-runner(per environment.json),sha256:5e325949397e,10fef05901ee77631e8f6bbaf838b9836db88bf2669f2cbbcafb00fd82e41822,c35c26de742d8417184aab9ec533f4e3bcb5f091,complete:3problems(D96)x25runs,pending-task8(A-D classification),native-dimension cell; error column NaN by design (no published optimum); best_fitness authoritative,ec33daf5c3c3999f
fdb-agsk,repo@c35c26de742d,cec2011,CEC2011 python-backend (benchmarks/cec_suite_python),120,F11,25,"paired: unified optimizer-independent seed schedule keyed (dim,func,run); shared runner-generated X0",unified,benchmarks/cec_reference_results/cec2011/fdb-agsk/seed_schedule.csv,150000,max_evaluations,benchmarks/cec_reference_results/cec2011/fdb-agsk/run_config.json,unrecorded-in-cell-metadata (frozen optimizer code; Phase 2 task 7 audit),PENDING-RELEASE-ID(phase2-evidence_release_manifest),benchmarks/cec_reference_results/cec2011/fdb-agsk/fdb-agsk_cec2011_D120.csv,sha256:64401b7f1f40276d1a169d15c34ab87f07701bcd6981396708549b474ebee3f3,local-python-runner(per environment.json),sha256:5e325949397e,10fef05901ee77631e8f6bbaf838b9836db88bf2669f2cbbcafb00fd82e41822,c35c26de742d8417184aab9ec533f4e3bcb5f091,complete:1problems(D120)x25runs,pending-task8(A-D classification),native-dimension cell; error column NaN by design (no published optimum); best_fitness authoritative,4fc82b26aecb47d2
fdb-agsk,repo@c35c26de742d,cec2011,CEC2011 python-backend (benchmarks/cec_suite_python),126,F9,25,"paired: unified optimizer-independent seed schedule keyed (dim,func,run); shared runner-generated X0",unified,benchmarks/cec_reference_results/cec2011/fdb-agsk/seed_schedule.csv,150000,max_evaluations,benchmarks/cec_reference_results/cec2011/fdb-agsk/run_config.json,unrecorded-in-cell-metadata (frozen optimizer code; Phase 2 task 7 audit),PENDING-RELEASE-ID(phase2-evidence_release_manifest),benchmarks/cec_reference_results/cec2011/fdb-agsk/fdb-agsk_cec2011_D126.csv,sha256:331cddd0341acf67da4e4748a9fb94583f7039d26f7486267c2c825ff87aeb79,local-python-runner(per environment.json),sha256:5e325949397e,10fef05901ee77631e8f6bbaf838b9836db88bf2669f2cbbcafb00fd82e41822,c35c26de742d8417184aab9ec533f4e3bcb5f091,complete:1problems(D126)x25runs,pending-task8(A-D classification),native-dimension cell; error column NaN by design (no published optimum); best_fitness authoritative,19581e27de7ced00
fdb-agsk,repo@c35c26de742d,cec2011,CEC2011 python-backend (benchmarks/cec_suite_python),140,F17,25,"paired: unified optimizer-independent seed schedule keyed (dim,func,run); shared runner-generated X0",unified,benchmarks/cec_reference_results/cec2011/fdb-agsk/seed_schedule.csv,150000,max_evaluations,benchmarks/cec_reference_results/cec2011/fdb-agsk/run_config.json,unrecorded-in-cell-metadata (frozen optimizer code; Phase 2 task 7 audit),PENDING-RELEASE-ID(phase2-evidence_release_manifest),benchmarks/cec_reference_results/cec2011/fdb-agsk/fdb-agsk_cec2011_D140.csv,sha256:7f1aac963446e9ed6d32fd776aa7a3bdc8e1fbe50fb22809a3aff91f14fba4bc,local-python-runner(per environment.json),sha256:5e325949397e,10fef05901ee77631e8f6bbaf838b9836db88bf2669f2cbbcafb00fd82e41822,c35c26de742d8417184aab9ec533f4e3bcb5f091,complete:1problems(D140)x25runs,pending-task8(A-D classification),native-dimension cell; error column NaN by design (no published optimum); best_fitness authoritative,4523540f1504cd17
fdb-agsk,repo@c35c26de742d,cec2011,CEC2011 python-backend (benchmarks/cec_suite_python),240,F12,25,"paired: unified optimizer-independent seed schedule keyed (dim,func,run); shared runner-generated X0",unified,benchmarks/cec_reference_results/cec2011/fdb-agsk/seed_schedule.csv,150000,max_evaluations,benchmarks/cec_reference_results/cec2011/fdb-agsk/run_config.json,unrecorded-in-cell-metadata (frozen optimizer code; Phase 2 task 7 audit),PENDING-RELEASE-ID(phase2-evidence_release_manifest),benchmarks/cec_reference_results/cec2011/fdb-agsk/fdb-agsk_cec2011_D240.csv,sha256:cb2e38d827b023b33b3da6436b2266123dd1e024eff54ba4f035729c742e9e45,local-python-runner(per environment.json),sha256:5e325949397e,10fef05901ee77631e8f6bbaf838b9836db88bf2669f2cbbcafb00fd82e41822,c35c26de742d8417184aab9ec533f4e3bcb5f091,complete:1problems(D240)x25runs,pending-task8(A-D classification),native-dimension cell; error column NaN by design (no published optimum); best_fitness authoritative,6b51d431df5d7f14
fdb-agsk,repo@c35c26de742d,cec2011,CEC2011 python-backend (benchmarks/cec_suite_python),native(all),F1 F2 F3 F4 F5 F6 F7 F8 F9 F10 F11 F12 F13 F14 F15 F16 F17 F18 F19 F20 F21 F22,25,"paired: unified optimizer-independent seed schedule keyed (dim,func,run); shared runner-generated X0",unified,benchmarks/cec_reference_results/cec2011/fdb-agsk/seed_schedule.csv,150000,max_evaluations,benchmarks/cec_reference_results/cec2011/fdb-agsk/run_config.json,unrecorded-in-cell-metadata (frozen optimizer code; Phase 2 task 7 audit),PENDING-RELEASE-ID(phase2-evidence_release_manifest),benchmarks/cec_reference_results/cec2011/fdb-agsk/fdb-agsk_cec2011.csv,sha256:7e8f28ff3bdf30d495f6786462ed23504585e471cec0f67bff69e2804c5e2d3c,local-python-runner(per environment.json),sha256:5e325949397e,10fef05901ee77631e8f6bbaf838b9836db88bf2669f2cbbcafb00fd82e41822,c35c26de742d8417184aab9ec533f4e3bcb5f091,rollup:22problems x25runs=550rows,pending-task8(A-D classification),suite rollup summary across all native dims,3deaedaf2fa9d19b
atmals-gsk,repo@c35c26de742d,cec2011,CEC2011 python-backend (benchmarks/cec_suite_python),1,F3 F4,25,"paired: unified optimizer-independent seed schedule keyed (dim,func,run); shared runner-generated X0",unified,benchmarks/cec_reference_results/cec2011/atmals-gsk/seed_schedule.csv,150000,max_evaluations,benchmarks/cec_reference_results/cec2011/atmals-gsk/run_config.json,unrecorded-in-cell-metadata (frozen optimizer code; Phase 2 task 7 audit),PENDING-RELEASE-ID(phase2-evidence_release_manifest),benchmarks/cec_reference_results/cec2011/atmals-gsk/atmals-gsk_cec2011_D1.csv,sha256:8fef6915f5a42991db73ff4bf77ba54be73961f65729482f852a392c7ec4ce11,local-python-runner(per environment.json),sha256:993c6772886b,10fef05901ee77631e8f6bbaf838b9836db88bf2669f2cbbcafb00fd82e41822,c35c26de742d8417184aab9ec533f4e3bcb5f091,complete:2problems(D1)x25runs,pending-task8(A-D classification),native-dimension cell; error column NaN by design (no published optimum); best_fitness authoritative,5cc3ec012284b76c
atmals-gsk,repo@c35c26de742d,cec2011,CEC2011 python-backend (benchmarks/cec_suite_python),6,F1 F13,25,"paired: unified optimizer-independent seed schedule keyed (dim,func,run); shared runner-generated X0",unified,benchmarks/cec_reference_results/cec2011/atmals-gsk/seed_schedule.csv,150000,max_evaluations,benchmarks/cec_reference_results/cec2011/atmals-gsk/run_config.json,unrecorded-in-cell-metadata (frozen optimizer code; Phase 2 task 7 audit),PENDING-RELEASE-ID(phase2-evidence_release_manifest),benchmarks/cec_reference_results/cec2011/atmals-gsk/atmals-gsk_cec2011_D6.csv,sha256:323c573e1528597460fb703351b9a6ab4d499259ce9906ff90c8b2a47deb2a83,local-python-runner(per environment.json),sha256:993c6772886b,10fef05901ee77631e8f6bbaf838b9836db88bf2669f2cbbcafb00fd82e41822,c35c26de742d8417184aab9ec533f4e3bcb5f091,complete:2problems(D6)x25runs,pending-task8(A-D classification),native-dimension cell; error column NaN by design (no published optimum); best_fitness authoritative,30af9585eca8901c
atmals-gsk,repo@c35c26de742d,cec2011,CEC2011 python-backend (benchmarks/cec_suite_python),7,F8,25,"paired: unified optimizer-independent seed schedule keyed (dim,func,run); shared runner-generated X0",unified,benchmarks/cec_reference_results/cec2011/atmals-gsk/seed_schedule.csv,150000,max_evaluations,benchmarks/cec_reference_results/cec2011/atmals-gsk/run_config.json,unrecorded-in-cell-metadata (frozen optimizer code; Phase 2 task 7 audit),PENDING-RELEASE-ID(phase2-evidence_release_manifest),benchmarks/cec_reference_results/cec2011/atmals-gsk/atmals-gsk_cec2011_D7.csv,sha256:1f8086e84da4050b1242bea8b737df8d96f741ec54cd958a25f1785691a7adb4,local-python-runner(per environment.json),sha256:993c6772886b,10fef05901ee77631e8f6bbaf838b9836db88bf2669f2cbbcafb00fd82e41822,c35c26de742d8417184aab9ec533f4e3bcb5f091,complete:1problems(D7)x25runs,pending-task8(A-D classification),native-dimension cell; error column NaN by design (no published optimum); best_fitness authoritative,2c624232cdd22177
atmals-gsk,repo@c35c26de742d,cec2011,CEC2011 python-backend (benchmarks/cec_suite_python),12,F10,25,"paired: unified optimizer-independent seed schedule keyed (dim,func,run); shared runner-generated X0",unified,benchmarks/cec_reference_results/cec2011/atmals-gsk/seed_schedule.csv,150000,max_evaluations,benchmarks/cec_reference_results/cec2011/atmals-gsk/run_config.json,unrecorded-in-cell-metadata (frozen optimizer code; Phase 2 task 7 audit),PENDING-RELEASE-ID(phase2-evidence_release_manifest),benchmarks/cec_reference_results/cec2011/atmals-gsk/atmals-gsk_cec2011_D12.csv,sha256:0945b869db9af13943734d0092a45fd4d2fac6861288a42c0ca511819b5ad304,local-python-runner(per environment.json),sha256:993c6772886b,10fef05901ee77631e8f6bbaf838b9836db88bf2669f2cbbcafb00fd82e41822,c35c26de742d8417184aab9ec533f4e3bcb5f091,complete:1problems(D12)x25runs,pending-task8(A-D classification),native-dimension cell; error column NaN by design (no published optimum); best_fitness authoritative,4a44dc15364204a8
atmals-gsk,repo@c35c26de742d,cec2011,CEC2011 python-backend (benchmarks/cec_suite_python),13,F14,25,"paired: unified optimizer-independent seed schedule keyed (dim,func,run); shared runner-generated X0",unified,benchmarks/cec_reference_results/cec2011/atmals-gsk/seed_schedule.csv,150000,max_evaluations,benchmarks/cec_reference_results/cec2011/atmals-gsk/run_config.json,unrecorded-in-cell-metadata (frozen optimizer code; Phase 2 task 7 audit),PENDING-RELEASE-ID(phase2-evidence_release_manifest),benchmarks/cec_reference_results/cec2011/atmals-gsk/atmals-gsk_cec2011_D13.csv,sha256:a344398b4214188c868afb913a360aab032dcbc12716f3ed883301e9d6c5c18f,local-python-runner(per environment.json),sha256:993c6772886b,10fef05901ee77631e8f6bbaf838b9836db88bf2669f2cbbcafb00fd82e41822,c35c26de742d8417184aab9ec533f4e3bcb5f091,complete:1problems(D13)x25runs,pending-task8(A-D classification),native-dimension cell; error column NaN by design (no published optimum); best_fitness authoritative,8527a891e2241369
atmals-gsk,repo@c35c26de742d,cec2011,CEC2011 python-backend (benchmarks/cec_suite_python),15,F15,25,"paired: unified optimizer-independent seed schedule keyed (dim,func,run); shared runner-generated X0",unified,benchmarks/cec_reference_results/cec2011/atmals-gsk/seed_schedule.csv,150000,max_evaluations,benchmarks/cec_reference_results/cec2011/atmals-gsk/run_config.json,unrecorded-in-cell-metadata (frozen optimizer code; Phase 2 task 7 audit),PENDING-RELEASE-ID(phase2-evidence_release_manifest),benchmarks/cec_reference_results/cec2011/atmals-gsk/atmals-gsk_cec2011_D15.csv,sha256:fa28ebc4b32404948a0b5b6d6caa4219c41bf3b480645bb755d1151b6372e054,local-python-runner(per environment.json),sha256:993c6772886b,10fef05901ee77631e8f6bbaf838b9836db88bf2669f2cbbcafb00fd82e41822,c35c26de742d8417184aab9ec533f4e3bcb5f091,complete:1problems(D15)x25runs,pending-task8(A-D classification),native-dimension cell; error column NaN by design (no published optimum); best_fitness authoritative,e629fa6598d73276
atmals-gsk,repo@c35c26de742d,cec2011,CEC2011 python-backend (benchmarks/cec_suite_python),20,F7,25,"paired: unified optimizer-independent seed schedule keyed (dim,func,run); shared runner-generated X0",unified,benchmarks/cec_reference_results/cec2011/atmals-gsk/seed_schedule.csv,150000,max_evaluations,benchmarks/cec_reference_results/cec2011/atmals-gsk/run_config.json,unrecorded-in-cell-metadata (frozen optimizer code; Phase 2 task 7 audit),PENDING-RELEASE-ID(phase2-evidence_release_manifest),benchmarks/cec_reference_results/cec2011/atmals-gsk/atmals-gsk_cec2011_D20.csv,sha256:17c4d412bd7a877e70bee5c312662fe18f748e994fd956c81b07b5f89c87a40b,local-python-runner(per environment.json),sha256:993c6772886b,10fef05901ee77631e8f6bbaf838b9836db88bf2669f2cbbcafb00fd82e41822,c35c26de742d8417184aab9ec533f4e3bcb5f091,complete:1problems(D20)x25runs,pending-task8(A-D classification),native-dimension cell; error column NaN by design (no published optimum); best_fitness authoritative,7902699be42c8a8e
atmals-gsk,repo@c35c26de742d,cec2011,CEC2011 python-backend (benchmarks/cec_suite_python),22,F22,25,"paired: unified optimizer-independent seed schedule keyed (dim,func,run); shared runner-generated X0",unified,benchmarks/cec_reference_results/cec2011/atmals-gsk/seed_schedule.csv,150000,max_evaluations,benchmarks/cec_reference_results/cec2011/atmals-gsk/run_config.json,unrecorded-in-cell-metadata (frozen optimizer code; Phase 2 task 7 audit),PENDING-RELEASE-ID(phase2-evidence_release_manifest),benchmarks/cec_reference_results/cec2011/atmals-gsk/atmals-gsk_cec2011_D22.csv,sha256:0e68d6f63bf0700680e1ad05e99fac0ea6f846ea530d41070915e5904a5fc7d5,local-python-runner(per environment.json),sha256:993c6772886b,10fef05901ee77631e8f6bbaf838b9836db88bf2669f2cbbcafb00fd82e41822,c35c26de742d8417184aab9ec533f4e3bcb5f091,complete:1problems(D22)x25runs,pending-task8(A-D classification),native-dimension cell; error column NaN by design (no published optimum); best_fitness authoritative,785f3ec7eb32f30b
