file,in_build,start_line,section,scientific_paragraph,claim_ids_anchored,bind_tokens,numbers_found,non_protocol_numbers,binding_status,excerpt
supplementary.tex,yes,1234,Frozen Configuration and Freeze Manifest,yes,,,2026,,PROTOCOL_OR_STRUCTURAL,\noindent The four SHA-256 prefixes recorded in the original freeze manifest are therefore \textbf{historical}: they pin
supplementary.tex,yes,1253,Frozen Configuration and Freeze Manifest,yes,,algorithm_freeze_manifest.json frozen_core_sources (historical); shipped-module hashes at the current anchor; algorithm_freeze_manifest.json change_control; change_request_register.csv CR-0007; M-031,,,BOUND,\noindent One source file has changed since the evidence release was promoted. \_dt\_core.py was modified after \mbox{re
supplementary.tex,yes,1277,Configuration Selection and Development Protocol,yes,,R6-T03 (development-suite / selection-exposure disclosure),51; 30; 2.80,2.80,BOUND,"The single dimension-aware configuration is fixed once and reused across all five suites, with the single disclosed CEC2"
supplementary.tex,yes,1316,Limitations in Full,yes,,N-020 (limitations carried from the conclusions; synchronized with the CR-0019 revisions),,,BOUND,"The conclusions summarize the limitations that bound this study; they are stated here in full, with the numeric evidence"
supplementary.tex,yes,1322,Limitations in Full,yes,LM-01; LM-02; LM-03; LM-04; LM-05; LM-06; PR-06,LM-01 (AN-OMNI-2017-D30; AN-PW-2017-D30; AN-OMNI-2013-D30; AN-OMNI-2011-NATIVE); LM-02 (gating as design fact; mechanism failure modes); LM-03; LM-04 (comparability_audit.md; AN-COST-2017); backend fixed + re-measured in the 2026-07-16 campaign; LM-05 (revised; CR-0019: per-suite ceilings; component-isolation ceiling D<=100; no component attribution at D=1000); LM-06; comparability_audit.md (single-host row: no second-environment cell); fp_environment_audit.md E2 (run-time numpy/scipy uncaptured); implementation_correspondence.md note 2 (single-thread precondition); LM-03 (within-family panel scope); comparability_audit.md; main.tex conflictsofinterest; PR-06 (self-init exception); development-exposure disclosure; basis-isolation gap (M036); component-FES/activation ledger absent (M031; M052),30; 2.50; 2.29; 11; 30; 0.199; 50; 30; 51; 100; 50; 20; 1000; 25; 100; 1000; 50; 0,2.50; 2.29; 0.199; 20; 1000; 25; 1000; 0,BOUND,"\paragraph{Limitations.} Several limitations bound these findings. First, the mid-dimension tier favors \egsk{}. At CEC2"
supplementary.tex,yes,1413,Limitations in Full,yes,,negative_findings.md item 8 (APGSK gap); ART-PARAMS,29; 22; 50,,BOUND,"Beyond these, the statistical scope is itself bounded: inference rests on 29-function and 22-problem blocks under rank-b"
supplementary.tex,yes,1424,Sensitivity of the Win/Tie/Loss Tally to the Tie Band,yes,,,10; 10; 3,,PROTOCOL_OR_STRUCTURAL,"The reported win/tie/loss counts use a fixed absolute tie band, $|\Delta| < 10^{-8}$, applied uniformly to every functio"
supplementary.tex,yes,1431,Sensitivity of the Win/Tie/Loss Tally to the Tie Band,yes,,,10; 1; 5; 50; 13; 12; 100; 12; 12,,PROTOCOL_OR_STRUCTURAL,Recomputing the CEC2017 counts from the same frozen per-function means under a \emph{relative} band --- a tie when $|a-b
supplementary.tex,yes,1440,Sensitivity of the Win/Tie/Loss Tally to the Tie Band,yes,,N-005 (recomputed from descriptive_stats_cec2017_D*.csv; no optimizer runs),1.0; 0.795,1.0; 0.795,BOUND,"This is consistent with, rather than contrary to, the result reported in the main text. Those are precisely the two cell"
supplementary.tex,yes,1453,Legacy Identifiers,yes,,N-008 (alias map for legacy identifiers),,,BOUND,"The method and its structure-memory subsystem were renamed during development, and the released artifacts retain the ear"
supplementary.tex,yes,1461,Legacy Identifiers,no,,,,,NO_NUMBERS,\begin{table}[H] \caption{Current names and the legacy identifiers retained in released artifacts.} \label{tab:aliases} 
supplementary.tex,yes,1483,Acronyms,yes,,E-005 (acronyms absent from the main-text notation table),,,BOUND,The main-text notation table defines every mathematical symbol. This list covers the acronyms that appear in prose but c
supplementary.tex,yes,1488,Acronyms,yes,,,10,,PROTOCOL_OR_STRUCTURAL,\begin{table}[H] \caption{Acronyms used in the text that are not mathematical symbols.} \label{tab:acronyms} \centering 
supplementary.tex,yes,1518,Frozen Parameters: Per-Subsystem Detail,yes,,phase_03/parameter_table.md (canonical source); algorithm_freeze_manifest.json; N-013,,,BOUND,Table~\ref{tab:parameters-detail} completes the main-text frozen-parameter table. The main text carries the run-level se
supplementary.tex,yes,1529,Complete Operator Specification,yes,,ART-PARAMS (_dt_core.py / _dt_profiles.py / interaction_graph.py / _dt_rng.py; hash-frozen),7; 10; 11; 12; 13; 20; 20; 50; 50; 100,20; 20,BOUND,This subsection records the operator-level constants and update rules that the main-text equation registry (Equations~(7
supplementary.tex,yes,1538,Complete Operator Specification,yes,,_dt_core.py:202-209 (ace_pool arms; ace_init_probs); _ace_update_probs _dt_core.py:1193-1258; ace_learning_rate/ace_start_frac/ace_min_prob _dt_core.py:210-212,7; 1; 0.1; 0.2; 2.0; 0.05; 2; 1.0; 0.1; 15.0; 0.05; 3; 0.5; 0.9; 10.0; 0.45; 4; 1.0; 0.9; 5.0; 0.05; 5; 0.5; 0.9; 3.0; 0.40; 0.10; 0.05; 0.05; 20; 20; 20; 100; 0.5; 0.9; 0.10; 20; 49; 0.20; 50; 99; 1; 0.05; 0.05; 0.40; 0.05; 0.355; 0.095; 20; 49; 0.05; 0.05; 0.35; 0.05; 0.31; 0.19; 50; 99; 7,0.1; 0.2; 2.0; 1.0; 0.1; 15.0; 0.5; 0.9; 10.0; 0.45; 1.0; 0.9; 5.0; 0.5; 0.9; 3.0; 0.40; 0.10; 20; 20; 20; 0.5; 0.9; 0.10; 20; 49; 0.20; 99; 0.40; 0.355; 0.095; 20; 49; 0.35; 0.31; 0.19; 99,BOUND,\paragraph{Knowledge-construction arms of ACE (main-text Equation~(7)).} The adaptive credit-based selector samples one 
supplementary.tex,yes,1574,Complete Operator Specification,no,,,,,NO_NUMBERS,"\paragraph{ACE/ARGP operating cycle (per generation).} The following states the order of operations, the timing conditio"
supplementary.tex,yes,1579,Complete Operator Specification,yes,,ART-PARAMS; _ace_update_probs _dt_core.py:1193-1258,0.05; 210; 20; 20; 100; 0.5; 0.9; 20; 100; 7; 1203; 0; 0; 0; 1236; 0.10; 0.05; 1; 694; 1271; 1271,210; 20; 20; 0.5; 0.9; 20; 1203; 0; 0; 0; 1236; 0.10; 694; 1271; 1271,BOUND,\begin{enumerate}\itemsep2pt \item \textbf{Eligibility to update.} No credit update is applied until the   consumed-budg
supplementary.tex,yes,1620,Complete Operator Specification,yes,,M-008 (ACE/ARGP operating cycle); _ace_update_probs _dt_core.py:1203,,,BOUND,\noindent The selector consumes no objective evaluations of its own: credit is read from evaluations the generation has 
supplementary.tex,yes,1625,Complete Operator Specification,yes,,ig_update_from_accepted interaction_graph.py:222-368; decay 0.95 / lr 1.0 _dt_profiles.py:120-121; de/ls update weights _dt_profiles.py:141-142,11; 0; 0.25; 1; 0.95; 1.0; 11; 0.10; 100; 24; 10; 0.60; 0.95; 24; 2; 2.4; 2; 2; 50; 99; 0.25; 0.95; 1; 0.50,0; 0.25; 0.95; 1.0; 0.10; 24; 0.60; 0.95; 24; 2.4; 99; 0.25; 0.95; 0.50,BOUND,\paragraph{Interaction-graph update (refinement of main-text Equation~(11)).} The interaction-structure memory maintains
supplementary.tex,yes,1662,Complete Operator Specification,yes,,ig_extract_blocks interaction_graph.py:552-674; ig_ready :678-694; ig_adaptive_threshold :697-790; edge_floor / block sizes _dt_profiles.py:125-127,10; 2; 10; 10; 2; 4; 0; 0.5; 0.5; 0.55; 0.35; 50; 0.45; 1; 1; 50; 30; 0.12; 5; 0.12; 50; 50,0; 0.5; 0.5; 0.55; 0.35; 0.45; 0.12; 0.12,BOUND,"\paragraph{Graph-to-block extraction and readiness.} At each linkage refresh the magnitude graph is max-normalized, $W ="
supplementary.tex,yes,1699,Complete Operator Specification,yes,,_final_polish_basis _dt_core.py:1882-1904; _final_polish_compass :1907-1966; polish fracs _dt_profiles.py:179-182 / defaults _dt_core.py:427-431; bse_cauchy scale 0.04 _dt_profiles.py:87-88; 108-109 (default 0.05 _dt_core.py:296); egsk SLSQP egsk.py:199-205; _dt_rng.py:178-188,12; 50; 0.96; 0.02; 0.985; 0.05; 0.02; 1.3; 10; 10; 0.10; 2; 0; 1; 0.04; 20; 0.05; 20; 20; 13; 2; 147; 483; 646; 0; 1; 12; 1; 000; 003; 1; 1,0.96; 0.02; 0.985; 0.02; 1.3; 0.10; 0; 0.04; 20; 20; 20; 147; 483; 646; 0; 000; 003,BOUND,\paragraph{Eigenframe polish (main-text Equation~(12)) and residual constants.} The one-shot final polish (active at $D\
supplementary.tex,yes,1733,Complete Operator Specification,yes,,D_jun/p_jun _dt_core.py:2909-2913; two-stage mask _numba_accel.py:505-659 / _dt_core.py:986-1161; force-nonzero _dt_core.py:3204-3229; kr floor _dt_core.py:2889-2892 / kr_min_dims _dt_profiles.py:62; 80; 100,3; 5; 1; 0; 0.70; 0.40; 0.70; 0.70; 0.5; 1; 0; 20; 40; 40; 0; 0.667; 0.80; 0.40; 1; 2; 20; 20,0; 0.70; 0.40; 0.70; 0.70; 0.5; 0; 20; 40; 40; 0; 0.667; 0.80; 0.40; 20; 20,BOUND,"\paragraph{Junior/senior partition, crossover mask, and coverage floor (main-text Equations~(3) and~(5)).} The number of"
supplementary.tex,yes,1757,Complete Operator Specification,yes,,senior split _dt_core.py:2808-2841 / p_senior_bottom_wide _dt_profiles.py; DE/rand/1 splice _dt_core.py:3249-3306; d_m sum bincount _dt_core.py:3641-3645,0.05; 0.15; 20; 50; 50; 10; 0.10; 0.10; 0.05; 1; 0.5; 0.9; 0.05,0.15; 20; 0.10; 0.10; 0.5; 0.9,BOUND,\paragraph{Senior widening and the differential-evolution trial.} The senior mixing rate is $p_{\mathrm{sen}}=0.05$ ($0.
supplementary.tex,yes,1777,Complete Operator Specification,yes,,argp ring/window/recovery _dt_core.py:3663-3795; argp_window 30 / thresholds _dt_profiles.py,0.15; 30; 0.02; 50; 0.010; 50; 0.05,0.15; 0.02; 0.010,BOUND,"\paragraph{Arm retirement and recovery.} Beyond the credit update, the selector applies a recoverable retirement rule.  "
supplementary.tex,yes,1790,Complete Operator Specification,yes,,escape trigger _dt_core.py:3819-3851 / module gate :3035-3055; elite freeze :3856-3862; cauchy rescue :3868-3894; reseed/archive/basin :3900-3950; stop_frac 0.95 :3847; cooldown 0.05 :3989-3990,10; 10; 10; 20; 20; 4; 20; 50; 100; 2; 0.95; 0.05; 0.30; 3; 0.05; 0.10; 0.04; 20; 0.05; 20; 0.30; 50; 0.10; 50; 0.5; 0.1; 2; 100; 4,20; 20; 20; 0.95; 0.30; 0.10; 0.04; 20; 20; 0.30; 0.10; 0.5; 0.1,BOUND,"\paragraph{Budget-safe escape (main-text Equation~(10)), full trajectory.} The escape of main-text Equation~(10) is arme"
supplementary.tex,yes,1816,Complete Operator Specification,yes,,coordinate LS branch _dt_core.py:4431-4519; gates :4047-4065; constants _dt_profiles.py:69-72; 90-93; 112-115; 177; 201-204 / defaults _dt_core.py:305-321,0.45; 50; 1.0; 0.25; 20; 20; 50; 50; 100; 100; 0.80; 0.80; 0.70; 0.70; 0.02; 0.01; 0.05; 0.02; 2; 3; 5; 2; 0.20; 0.20; 0.10; 0.10; 1; 1; 1; 2; 6; 6; 6; 3; 10; 10,0.45; 1.0; 0.25; 20; 20; 0.80; 0.80; 0.70; 0.70; 0.02; 0.01; 0.02; 0.20; 0.20; 0.10; 0.10,BOUND,\paragraph{Charged coordinate local search.} The active local search uses the \emph{coordinate} method (the subspace var
supplementary.tex,yes,1851,Complete Operator Specification,yes,,shared log-drop EMA _dt_core.py:3544-3552; A1 late-accept :3335-3346; 3553-3561; A2 frozen-broaden :3562-3587; 2903-2904,0.3; 10; 0.85; 0.3; 5; 10; 0.05; 10; 20; 1.5; 10; 10,0.3; 0.85; 0.3; 20; 1.5,BOUND,\paragraph{Scale-dependent late-stage guards.} Two endgame guards share a single \emph{absolute-scale} signal: the expon
supplementary.tex,yes,1868,Complete Operator Specification,yes,,SPNlpsrState budget_policy.py:14-82 / clamp _dt_core.py:2734-2735; record_subspace_decision :2974-2977; link-lift callback _dt_core.py:2988-2999; 4665; 4726 / adapter dt_gsk.py:226; 281,25; 32; 100; 0.70; 64,25; 32; 0.70; 64,BOUND,\paragraph{Population-size floor and callback coupling.} The NLPSR population schedule carries a minimum-size floor gove
supplementary.tex,yes,1887,"Evidence Release, Checksums, and Promotion Pipeline",yes,,evidence_release_manifest.json (3403); evidence_release_manifest_cec2013lsgo.json (173); evidence_release_manifest_cec2020.json (336); _ablation/manifest.json; artifact_binding.csv (schema; analysis bundle paths); TAB-T16-BCA (validation status: byte-identical seeded re-derivation),"3,403; 21; 173; 336; 10,000; 20,260,422","3,403; 21; 173; 336; 20,260,422",BOUND,"All CEC2017, CEC2011 and CEC2013 values in the main paper and in this Supplementary Material derive from the promoted, r"
supplementary.tex,yes,1916,"Evidence Release, Checksums, and Promotion Pipeline",yes,,environment_attestation/attestation.json (green; envelope_check; test_runs); M-030 / EXP-004,603; 3.10,603; 3.10,BOUND,The software state itself is attested rather than asserted.  The full test suite (603 tests) and every release gate --- 
supplementary.tex,yes,1929,"Evidence Release, Checksums, and Promotion Pipeline",yes,,terminology register Section 5 (staging/promotion); promotion_tool_test.md; seed_and_pairing_audit.md Section 6 (anomaly A1: 580/580 statistics; 5; 916/5; 916 seeds); APGSK-GAP; APGSK-GAP (never imputed); CR-0006 (cr0006_verification.md; recovered rows,"10; 30; 50; 100; 580; 5,916; 10; 30; 50; 51","580; 5,916",BOUND,"Two pipeline rules govern what may be cited.  First, the \emph{promotion rule}: new or independently reproduced runs lan"
supplementary.tex,yes,1972,"Evidence Release, Checksums, and Promotion Pipeline",yes,LM-04,LM-04,,,BOUND,One provenance qualification is restated from the main paper: the \egsk{} panel cells are produced in-repository by the 
supplementary.tex,yes,1996,Component-Contribution Study: Scaffold Remove-One Ablation,yes,,,"1,297","1,297",UNBOUND_NUMBER,This section reports the component-level study that the main text reserves for a follow-up supplement after the final al
supplementary.tex,yes,2010,Remove-One Design,yes,,,,,NO_NUMBERS,The study removes one scaffold component at a time from the full frozen configuration and measures the resulting change 
supplementary.tex,yes,2021,Remove-One Design,yes,PR-04,PR-04 (frozen protocol constants); seed_and_pairing_audit.md Section 1,29; 10; 30; 50; 100; 10; 4; 51; 20240620,20240620,BOUND,"All seven cells share one frozen protocol: CEC2017 with the 29 scored functions (F1, F3--F30; F2 excluded), $D \in \{10,"
supplementary.tex,yes,2035,Remove-One Design,no,,,,,NO_NUMBERS,\paragraph{Scope: ISM is off in every cell.} The interaction-structure memory is disabled (interaction\_graph\_enabled =
supplementary.tex,yes,2043,Remove-One Design,yes,,,,,NO_NUMBERS,"\paragraph{Mandatory coupling and exclusion disclosures.} Two documented couplings qualify the cells.  First, disabling "
supplementary.tex,yes,2060,Statistical Treatment,yes,,,29; 1; 0.05,,PROTOCOL_OR_STRUCTURAL,"Per dimension, the seven cells are ranked over the common 29-function set by the Friedman test~\cite{friedman1937use, de"
supplementary.tex,yes,2076,Statistical Treatment,yes,,,,,NO_NUMBERS,\paragraph{Interpretation boundary.} Each delta is a \emph{conditional remove-one contribution}: the effect of disabling
supplementary.tex,yes,2086,Statistical Treatment,yes,,X-ABL-01 (AB-01); ablation_matrix_rank_summary_cec2017_D{10; 30; 50; 100}.csv; abl-rel-2026-07-20,29; 51; 0.05,,BOUND,"\begin{table}[H] \caption{Scaffold remove-one ablation on CEC2017: mean Friedman rank of each cell per dimension, with t"
supplementary.tex,yes,2103,Statistical Treatment,yes,,X-ABL-01 (AB-01); ablation_matrix_rank_summary_cec2017_D{10; 30; 50; 100}.csv; abl-rel-2026-07-20,51; 29; 0.05,,BOUND,\begin{figure}[H] \centering \includegraphics[width=0.92\textwidth]{figures/ablation/abl_rank_delta} \caption{Conditiona
supplementary.tex,yes,2117,Statistical Treatment,yes,,X-ABL-03 statistical family for X-ABL-01 (AB-01); Wilcoxon+Holm within dimension; abl-rel-2026-07-20,29; 0.05; 51,,BOUND,\begin{table}[H] \caption{Scaffold remove-one ablation on CEC2017: full-vs-cell paired Wilcoxon signed-rank test across 
supplementary.tex,yes,2134,"Findings (Conditional, ISM Off)",yes,,X-ABL-01 (AB-01); X-ABL-03 (Wilcoxon+Holm within dimension),10; 1.1; 30; 1.4; 4.4; 3.4,1.1; 1.4; 4.4; 3.4,BOUND,"Across the four dimensions, only four of the twenty-four (cell, dimension) contrasts survive Holm correction, and all fo"
supplementary.tex,yes,2144,"Findings (Conditional, ISM Off)",yes,,X-ABL-03 statistical family for X-ABL-01 (AB-01); per-mechanism rank,10; 2.84; 100; 30; 2.90; 50; 100; 30; 30; 50; 100; 10; 0.48; 1.31; 30; 100,2.84; 2.90; 0.48; 1.31,BOUND,\begin{itemize} \item \textbf{ACE} is the low-dimensional backbone: the dominant and only Holm-significant effect at $D=
supplementary.tex,yes,2168,"Findings (Conditional, ISM Off)",yes,,X-ABL-01 (AB-01) D100 omnibus; X-ABL-03 (no contrast survives Holm at D100),100; 2.7; 100; 20; 29,2.7; 20,BOUND,At $D=100$ the omnibus signal is weakest ($p = 2.7\times10^{-2}$) and no contrast survives Holm; the $D=100$ ordering is
supplementary.tex,yes,2178,What This Study Does Not Establish,no,,,,,NO_NUMBERS,"The scaffold study is bounded on five axes, restated so that no reader over-extends it.  (i)~It is ISM-off throughout an"
supplementary.tex,yes,2193,ISM-Overlay Isolation: Direct Component Study,yes,,X-ABL-02 overlay isolation; generate_ablation_matrix.py; _ablation/overlay evidence,51; 50; 100; 50; 12; 3; 84; 5.59; 1.5; 3; 84; 4.87; 3.6; 3; 81; 5.96; 1.0; 2.4; 5.2; 3.8; 1,84; 5.59; 1.5; 84; 4.87; 3.6; 81; 5.96; 1.0; 2.4; 5.2; 3.8,BOUND,The direct contribution of the interaction-structure memory --- the isolation reviewers requested --- is a \emph{separat
supplementary.tex,yes,2224,ISM-Overlay Isolation: Direct Component Study,yes,,benchmarks/cec_reference_results/_ablation/overlay/analysis/ablation_overlay_rank_summary_cec2017_D{50; 100}.csv (CEC2017 D50/D100) + ablation_overlay_rank_summary_cec2013_D50.csv (CEC2013 D50); immutable release abl-rel-2026-07-20 (51-run rerun promoted 2026-07-16),12; 0.5; 0.05; 12; 50; 0.05; 0.983; 0.51; 0.47; 0.283; 0.51; 1.14; 0.002; 0.59; 100; 0.16; 0.897; 0.50; 0.86; 0.079; 0.54; 0.98; 0.005; 0.53; 50; 0.20; 0.647; 0.42; 0.48; 0.235; 0.52; 1.18; 0.002; 0.64,0.5; 0.983; 0.51; 0.47; 0.283; 0.51; 1.14; 0.002; 0.59; 0.16; 0.897; 0.50; 0.86; 0.079; 0.54; 0.98; 0.005; 0.53; 0.20; 0.647; 0.42; 0.48; 0.235; 0.52; 1.18; 0.002; 0.64,BOUND,"\begin{table}[H] \caption{Direct ISM-overlay isolation: the full overlay versus each single-toggle cell, paired across f"
supplementary.tex,yes,2251,ISM-Overlay Isolation: Direct Component Study,yes,,X-ABL-02 overlay isolation; ablation_overlay_rank_summary_cec2017_D{50; 100}.csv,0.05; 0.16; 0.98; 0.90; 12; 0.51; 0.50; 0.20; 12; 0.42; 57.3; 36.3; 30.3; 0.002; 0.005; 0.002; 12; 0.59; 0.53; 0.64; 100,0.16; 0.98; 0.90; 0.51; 0.50; 0.20; 0.42; 57.3; 36.3; 30.3; 0.002; 0.005; 0.002; 0.59; 0.53; 0.64,BOUND,Two findings are consistent across both tiers of the primary suite and the second suite (Table~\ref{tab:ism-isolation}).
supplementary.tex,yes,2290,Conditional-Benefit Analysis by Function Class (Post-Hoc),yes,,,29; 10,,PROTOCOL_OR_STRUCTURAL,The direct isolation above (Table~\ref{tab:ism-isolation}) returns a null for the interaction-structure memory \emph{agg
supplementary.tex,yes,2304,Conditional-Benefit Analysis by Function Class (Post-Hoc),yes,,Path-1 subset re-analysis of overlay_per_function_means_cec2017_D{50; 100}.csv,50; 100; 51; 50; 100; 2; 2; 0; 0; 1.00; 1; 0; 1; 0.50; 7; 3; 0; 4; 0.43; 4; 0; 3; 0.57; 10; 7; 0; 3; 0.70; 4; 0; 6; 0.40; 10; 3; 0; 7; 0.30; 5; 0; 5; 0.50; 20; 10; 0; 10; 0.50; 9; 0; 11; 0.45; 9; 5; 0; 4; 0.56; 5; 0; 4; 0.56; 29; 29; 15; 0; 14; 0.52; 14; 0; 15; 0.48,0; 0; 1.00; 0; 0.50; 0; 0.43; 0; 0.57; 0; 0.70; 0; 0.40; 0; 0.30; 0; 0.50; 20; 0; 0.50; 0; 0.45; 0; 0.56; 0; 0.56; 15; 0; 14; 0.52; 14; 0; 15; 0.48,BOUND,\begin{table}[H] \caption{Post-hoc conditional-benefit analysis: per-function win/tie/loss of the full overlay versus th
supplementary.tex,yes,2330,Conditional-Benefit Analysis by Function Class (Post-Hoc),yes,,Path-1 subset re-analysis of overlay_per_function_means_cec2017_D{50; 100}.csv (full vs no_sgsm); read-only; no rerun,0.3; 0.50; 0.56; 50; 0.45; 0.56; 100; 50; 0.70; 10; 0.026; 100; 0.40; 50; 0.30; 100; 12; 0.50,0.3; 0.50; 0.56; 0.45; 0.56; 0.70; 0.026; 0.40; 0.30; 0.50,BOUND,No class shows a benefit that survives even a nominal sign test (all subset $p > 0.3$; the interacting-vs-non-interactin
supplementary.tex,yes,2352,Implementation Caveats: Two Corrected Defects and Their Evidence Trail,yes,,,51,,PROTOCOL_OR_STRUCTURAL,"A post-freeze code audit identified two implementation defects in the released optimizer.  Both were disclosed, then \em"
supplementary.tex,yes,2360,Implementation Caveats: Two Corrected Defects and Their Evidence Trail,yes,,M038 (numba import path); ism_isolation_effects_cec2017.csv +,51; 57.3; 36.3; 30.3; 54; 37,57.3; 36.3; 30.3; 54; 37,BOUND,\paragraph{The interaction graph's compiled kernels were silently disabled in the pre-fix runs.} The interaction graph s
supplementary.tex,yes,2385,Implementation Caveats: Two Corrected Defects and Their Evidence Trail,yes,,,50,,PROTOCOL_OR_STRUCTURAL,"\paragraph{The final polish previously refined a one-generation-stale incumbent.} In the pre-fix binary, the eigenframe "
supplementary.tex,yes,2410,"Protocol, Evidential Tiers, and Scope",yes,RS-13,RS-13; addendum Section 2; benchmark_variant.json sidecars (D-8.2),15; 1000; 905; 25; 3; 10; 6; 20240620,15; 1000; 905; 25; 20240620,BOUND,"\noindent CEC2013LSGO is the large-scale suite of this study, reported as a family-internal comparison at the suite's na"
supplementary.tex,yes,2431,"Protocol, Evidential Tiers, and Scope",yes,,addendum Section 6 (prior-inspection disclosure); amendments 1 (A1.3) and 2 (A2.1),6; 1; 2,,BOUND,"Two evidential tiers apply, fixed by the pre-registered analysis-plan addendum (statistical\_analysis\_plan\_addendum\_c"
supplementary.tex,yes,2446,"Protocol, Evidential Tiers, and Scope",yes,LM-06; RS-13,disclosure sentence (a); FINAL_PUBLICATION_PLAN 0.4; adopted 2026-07-28 (verbatim); LM-06; RS-13,,,BOUND,The CEC2013LSGO analysis in this paper is family-internal: it ranks the seven GSK-family variants against one another un
supplementary.tex,yes,2463,Configuration Provenance on This Suite,yes,,production_deviation_record.md D-8.4 (values 2026-07-24; commit 4d5c8dad4,"905; 1000; 905; 50; 1000; 50; 5,000; 1000; 100; 100; 50; 25; 50; 100; 50; 50; 2026; 2026","905; 1000; 905; 1000; 5,000; 1000; 25",BOUND,"\dtgsk{} runs the same hash-frozen configuration here as on the bound-constrained suites, with one disclosed exception t"
supplementary.tex,yes,2497,Family Friedman and Nemenyi View (Descriptive After Inspection),yes,,AN-OMNI-LSGO-NATIVE (friedman_ranks_cec2013lsgo_native.csv),3.1333; 15; 2; 15.314; 6; 1.0; 6; 84; 2.8707; 0.0136; 0.05; 2.326; 7; 15,3.1333; 15; 15.314; 1.0; 84; 2.8707; 0.0136; 2.326; 15,BOUND,The registered standing statement for this suite is quoted from the addendum's pre-committed wording bank: \dtgsk{} and 
supplementary.tex,yes,2519,Family Friedman and Nemenyi View (Descriptive After Inspection),yes,,AN-OMNI-LSGO-NATIVE (friedman_ranks_cec2013lsgo_native.csv,15; 1000; 905; 25; 2.326; 7; 15; 0.05; 6; 3.8667; 4; 3.1333; 1; 4.9333; 6; 3.9333; 5; 3.5333; 3; 5.4667; 7; 3.1333; 1,15; 1000; 905; 25; 2.326; 15; 3.8667; 3.1333; 4.9333; 3.9333; 3.5333; 5.4667; 3.1333,BOUND,\begin{table}[H] \caption{CEC2013LSGO family-only tie-corrected Friedman mean ranks over the 15 function blocks (native 
supplementary.tex,yes,2551,"Across-Function Wilcoxon (Supporting, With Disclosure)",yes,,AN-PW-LSGO-NATIVE (wilcoxon_holm_cec2013lsgo_native.csv); amendment 1 A1.3; addendum Section 7 (power disclosure),15; 2; 15; 6; 0.05; 0.2875; 0.8469; 1.0; 15; 2.326; 1.673; 29,15; 15; 0.2875; 0.8469; 1.0; 15; 2.326; 1.673,BOUND,Table~\ref{tab:supp:lsgo:wilcoxon} reports the across-function Wilcoxon signed-rank layer: \dtgsk{} against each compara
supplementary.tex,yes,2568,"Across-Function Wilcoxon (Supporting, With Disclosure)",yes,,AN-PW-LSGO-NATIVE (wilcoxon_holm_cec2013lsgo_native.csv),15; 25; 10; 15; 2; 15; 4; 8; 0.7615; 0.7548; 1.0000; 9; 0.8469; 0.8424; 1.0000; 11; 0.0554; 0.0571; 0.2875; 11; 0.0833; 0.0832; 0.3330; 8; 0.1688; 0.1641; 0.5065; 11; 0.0479; 0.0501; 0.2875,15; 25; 15; 15; 0.7615; 0.7548; 1.0000; 0.8469; 0.8424; 1.0000; 0.0554; 0.0571; 0.2875; 0.0833; 0.0832; 0.3330; 0.1688; 0.1641; 0.5065; 0.0479; 0.0501; 0.2875,BOUND,"\begin{table}[H] \caption{Across-function Wilcoxon signed-rank layer on CEC2013LSGO, \dtgsk{} vs.\ each family comparato"
supplementary.tex,yes,2603,Run-Level Paired Wilcoxon (Registered Confirmatory Layer),yes,,AN-PWRUN-LSGO-NATIVE (wilcoxon_run_cec2013lsgo_native.csv),25; 15; 15; 8; 6; 1; 9; 6; 0; 11; 3; 1; 11; 4; 0; 7; 6; 2; 11; 4; 0; 9,25; 15; 15; 0; 0; 0,BOUND,Table~\ref{tab:supp:lsgo:runlevel} reports the registered confirmatory layer: per-function run-level Wilcoxon over the 2
