ticket_id,severity,priority,triage_verdict,lifecycle_status,phase,requires_rerun,blocking,effort,concise_issue,verification_evidence,residual_work,post_revision_verification,closed_by_commit,closed_utc
N-013,Minor,P2,STILL-OPEN,closed_verified,P8,no,yes,medium,"The frozen-parameter table is scaled to approximately 7-point text, below the journal’s stated 8-point table-text guidance.","Confirmed, and the situation is WORSE than the ticket estimates. I measured rendered span sizes on papers/DT-GSK.pdf p.20 with PyMuPDF: Table 4 puts 1,830 characters at 5.34 pt, plus 38 characters at 4.0 pt and 7 at 4.17 pt. The ticket estimated 'approximately 7-point'; the actual body of the table is 5.3 pt, roughly 2.7 pt under the journal's 8 pt table-text guidance. Root cause is live in source: papers/sections/proposed_algorithm.tex:638-652 wraps the frozen artifact's tabular in an lrbox and applies \resizebox{\textwidth}{!}, with an in-source comment conceding 'the frozen phase_03 renderi","CLOSED. Root cause was NOT the table's \small: proposed_algorithm.tex wrapped the input in a redefined tabular ending in \resizebox{\textwidth}{!}{...}, so a 48-row 3-column table wider than the text block was shrunk to fit. Measured in the PDF it rendered at 5.3pt, not the ~7pt estimated -- well under the journal's 8pt guidance. Split by audience per the ticket: main text keeps the 15-row core (run-level, core GSK operator, NLPSR) and the resizebox wrapper is removed; the 33 per-subsystem rows move to new parameter_table_detail.tex in Supplement S5. Nothing dropped; both halves stay hash-frozen.","Measured in the rendered PDFs: main-text core 5.3pt -> 8.0pt; supplement detail 8.0pt. Both at the journal minimum. Float-too-large 0; build-hygiene exit 0. NOTE: the first attempt introduced two lone-CR bytes via shell-embedded Python (\ref collapsed to CR+'ef') -- the exact defect validate_build_hygiene.py was written to catch. The gate caught it; repaired at byte level, 0 lone CR remain.",,
N-014,Minor,P2,PARTIALLY-FIXED,closed_verified,P8,no,no,small,Algorithm 1 fits visually but the build log reports float/layout pressure and the block is near the readability limit.,"The ticket's own pass criterion is met but its stated corrections are not, and the float pressure it describes is still live in the log. MET: 'require no overfull boxes in the algorithm' — papers/main.log contains exactly 4 'Overfull \hbox' warnings and I traced all four to other content (lines 154, 158, 254 of related_work.tex Table 1, and equations.tex lines 21-99); none is inside the algorithmic environment. Algorithm 1 text renders at 9.96 pt on PDF p.11 (PyMuPDF), comfortably readable. NOT MET: the float pressure is still reported — papers/main.log:1819 'LaTeX Warning: Float too large for","CLOSED. Algorithm 1 float overflowed the page by 84.15pt -- far worse than the 7.36pt in the ticket. Caption trimmed (it restated the 13-step enumeration that proposed_algorithm.tex:194-213 already gives in full), recovering 36pt; the two non-redundant clauses (tier gating, protected global best) moved into the prose beside that list. The residual 48pt came from \setstretch{1.8}, set for an 'uncrowded, page-balanced look' that it defeated by overflowing the page; reduced to 1.55.","Rebuild: 'Float too large' warnings 1 -> 0. Overfull 4, underfull 106 (the ticket flagged those as optional). Build-hygiene exit 0.",,
N-015,Minor,P2,STILL-OPEN,closed_verified,P8,no,no,medium,The notation table is technically rich but too dense for first-pass comprehension.,"No split and no reordering has occurred. papers/build_prompt_phases/phase_03/notation_table.tex is still a single table containing 57 row-terminators, input as one block at papers/sections/proposed_algorithm.tex:63 inside subsection 3.1 'Notation and Base-GSK Recap' (proposed_algorithm.tex:45). The ordering problem the ticket flags is intact: that notation subsection is at line 45-65, while the architecture exhibit (fig:architecture, proposed_algorithm.tex:132-160) comes ~70 lines later in subsection 3.2 — so readers still meet the full 57-symbol table, mixing problem variables, GSK operators,","DONE. notation_table.tex split into a core problem/GSK table (tab:notation, kept at 3.1) plus per-subsystem tables notation_table_scaffold.tex (tab:notation-scaffold, placed with 3.3) and notation_table_ism.tex (tab:notation-ism, placed with 3.4-3.5); the RNG substream key moved to the supplement reproducibility section (tab:notation-rng). The 3.1 'every symbol' overclaim was corrected and the Phase-8 [H] float override retired (core table is now a normal [t] float at ~19 rows). Canonical notation_table.md unchanged (content split is presentation-only); ART-NOTATION registry row extended to all three .tex files with per-file checksums. Same split shape as N-013.","VERIFIED. Main+supplement PDFs rebuilt (no undefined refs; one cross-doc \ref{tab:notation} replaced with plain text); both DOCX rebuilt (main 17 tables, supplement 26, markers_left=0). Gates green: build-hygiene 0, cross-format parity 0 FAIL/577 rows, provenance OK, audit unrecognized_bind_tokens=0. Float placement checked via main.aux: core Table 3 at 3.1 (p8), scaffold Table 6 within 3.3 (pp13-16), ISM Table 8 at head of 3.4 (p16) -- each within its section span.",,2026-07-20
N-016,Minor,P2,STILL-OPEN,closed_verified,P4,no,no,trivial,A small D=50 timing difference is described as ‘within noise’ without an uncertainty interval or repeated paired timing design.,"The unquantified 'noise' characterization of the D=50 timing difference survives verbatim in two places. papers/supplementary.tex:1622-1624: 'the memory's wall-time cost is tier-dependent: within run-to-run timing noise at CEC2017 $D50$ ($-2\%$), $\mathbf{{+}29\%}$ at $D100$, and $+19\%$ on CEC2013 $D50$'. papers/supplementary.tex:1726-1728 repeats it: 'the memory's wall-time cost is within run-to-run timing noise at CEC2017 $D50$ ($-2\%$), $+29\%$ at $D100$, and $+19\%$ on CEC2013 $D50$'. Neither carries an interval, an SD, a repeated-paired-timing design, or any statement of how 'noise' was ","CLOSED. 'within run-to-run timing noise' replaced at both loci with 'a small observed difference whose uncertainty was not quantified'. The timings are single unrepeated wall-clock measurements, so 'within noise' compared against an uncertainty that was never estimated.",grep confirms 0 remaining occurrences.,,
N-017,Minor,P2,PARTIALLY-FIXED,closed_verified,P4,no,no,trivial,Comparator-specific update kernels are not covered by dedicated floating-point probe hashes.,"The gap is disclosed but the sentence still asserts positive coverage rather than scoping the sentinel, and no per-optimizer hash was added. Current main text, performance.tex:153-157: 'every cell records an environment.json manifest including the git commit, JIT state, and floating-point probe hashes of the shared RNG, the DT-GSK kernels, and the suite evaluators (the comparator-specific update kernels are covered by the shared RNG and evaluator probes, not by a dedicated per-kernel hash)'. This is verbatim the sentence the ticket quotes and rejects — the reviewer's objection is that 'are cov","CLOSED. FP sentinel scoped to what it actually probes. The text claimed comparator update kernels were 'covered by the shared RNG and evaluator probes'; they are not probed at all. Now states they are NOT covered by a numerical probe and that their identity rests on shared-kernel probes plus code history, mirroring fp_environment_audit.md's own residual-limitation wording.",Reworded at performance.tex:158-163 with a BIND to the audit section.,,
N-018,Minor,P2,STILL-OPEN,closed_verified,P3,no,no,small,Residual ‘high-dimensional’ wording is stronger than the tested ceiling D=100.,"Residual 'high-dimensional' wording is pervasive and includes a section heading. Confirmed in the rendered papers/DT-GSK.pdf: '3.6. High-Dimensional Controllers (D >= 100)' as a numbered section heading, plus 'documents the high-dimensional protective controllers' (Sec. 3 roadmap), 'at D>=100, the high-dimensional controllers' (execution order), 'apply the high-dimensional controllers' (Algorithm 1 step 20 and the Figure 4 flowchart caption). Source occurrences: proposed_algorithm.tex:36, :147 ('High-$D$ controllers ... method-level protections at high dimension'), :188, :208, :336, :598 (the ","CLOSED. Subsection 3.6 renamed 'Upper-Tier Controllers (D>=100)'; 10 occurrences swept in proposed_algorithm.tex (7) and supplementary.tex (3). A residual miss was caught later in build_prompt_phases/phase_03/algorithm_pseudocode.tex, which the first sweep did not cover, and fixed. README/CITATION handled under N-001.",grep confirms 0 unqualified 'high-dimensional' in the swept files.,,
N-019,Minor,P2,STILL-OPEN,closed_verified,P3,no,no,trivial,The claim that every main-text claim is verifiable from a main-text exhibit is too absolute.,Absolute verifiability claim narrowed: 'every main-text claim is verifiable from a main-text exhibit' -> 'the headline comparative claims are supported by main-text exhibits'.,"Replace supplementary.tex:160-162 with the reviewer's narrower formulation: 'headline comparative claims are supported by main-text exhibits; the supplement provides complete per-function, implementation, and component-study detail.' Rebuild supplement PDF + DOCX.",Map every high-visibility main claim to a main exhibit or revise the statement.,,2026-07-18
N-020,Minor,P2,STILL-OPEN,closed_verified,P8,no,no,medium,The conclusion is unusually long and functions as a second discussion section.,"I word-counted the conclusion rather than estimating: papers/sections/conclusions.tex is 176 lines and ~1,300 words after stripping comments and LaTeX macros — roughly 45% over the reviewer's 600-900 word target. All the structural complaints hold. Eight enumerated limitations remain (conclusions.tex:62-145: First mid-dimension tier, Second gating, Third panel-relative, Fourth eGSK port/runtime, Fifth D=100 ceiling, Sixth single host, Seventh within-family plus self-init, Eighth three attribution gaps), and the section still recites detailed values that belong in Results (2.50 vs 2.29, 11-2-16","CLOSED. Conclusion 1468 -> 862 words, 7 -> 4 paragraphs (contributions, dimension-resolved findings, limitations, component evidence + future work). The eleven detailed limitations MOVED VERBATIM to a new Supplement S5 subsection 'Limitations in Full' rather than being rewritten or trimmed -- their prominence is one of this paper's better qualities and the point was to stop the numeric detail competing with the conclusion's own argument, not to soften anything. The conclusion keeps a concise paragraph naming every limitation class (mid-dimension eGSK lead, D>=50 gating, panel-relative scope, the eGSK port, the D=100 ceiling, single environment, comparator authorship, three attribution gaps, bounded statistical scope) and pointing to S5.","Asserted post-move that every number and BIND anchor (2.50, 11-2-16, 0.199, LM-01..LM-05, 'Seventh', 'Eighth', 'attribution gaps') survives in the supplement. One cross-document reference surfaced and was fixed: the moved text referenced tab:runtime, a main-text label that cannot resolve in the supplement -- caught by the build, replaced with plain text. Supplement rebuilds with 0 undefined references.",,
N-021,Minor,P2,NEEDS-DECISION,closed_verified,P8,no,no,small,The recorded Q2/JCR status is temporally stale or at least not fully verified against current two-index sources.,"The repo's venue record is dated and partially divergent from the figures the reviewer cites, and there is no repo-side compliance matrix. The only substantive record is papers/governance/decision_log.md:269-287 (D-0010 addendum, 2026-07-10), which states: 'MDPI Algorithms 2025 JCR IF 2.6 (Q2 CS Theory & Methods), CiteScore 2024 4.5 (Q1 Numerical Analysis, 19/88)'. The reviewer reports the current official page shows IF 2.6 (agrees), CiteScore 5.4 (diverges from the recorded 4.5), and CiteScore Q1 in Computational Mathematics (diverges from the recorded Numerical Analysis). No access date is a","Author-side and requires institutional JCR/Scopus access, which I do not have. Before submission, capture the current JCR category/rank/quartile and the Scopus CiteScore percentile/category from the official databases with an access date, archive the records, describe the index divergence explicitly, and refresh decision_log.md D-0010. The reviewer's acceptable_alternatives also permits simply keeping quartile out of manuscript-facing materials — which is already the case — and confining it to internal planning.",Archive screenshots/records and update the journal-compliance matrix. -- DONE 2026-07-21: resolved via the reviewer's acceptable alternative - journal quartile/JCR/CiteScore figures kept OUT of all manuscript-facing materials (verified: no such claim in main.tex/sections/cover_letter.tex); index figures confined to internal planning (decision_log D-0010). Author retains the option to add DB-verified figures for internal use; no fabrication.,,2026-07-21
RT-001,Major,P1,NEW-POST-PROMOTION,closed_verified,P13,no,no,high,"Table tab:runtime would mix measurement sessions: the post-fix campaign re-timed DT-GSK (M038 compiled kernels now active) but the six comparators were not re-run. Wall-clock is the only reported quantity that is a property of the machine/build rather than the algorithm, so the cross-algorithm runtime comparison is not currently valid.","Byte-level diff of promoted per_run.csv vs prior evidence, CEC2017 dt-gsk: all 5916 rows identical in optimizer/suite/function/dimension/run/seed/best_fitness/error/nfes/termination; ONLY runtime_seconds differs. Mean s/run 5.63->4.93 (D10), 14.68->13.04 (D30), 25.78->23.30 (D50), 69.04->41.59 (D100, -39.8%). Comparator cells untouched (verified: file counts and hashes unchanged across the promotion). All 30 summary CSVs byte-identical; 30/30 analysis bindings intact. HARNESS VALIDATED 2026-07-20: scripts/retime_comparators.py --status reports IDLE (the ablation/overlay campaign that blocked this ticket has finished); run.py present and accepts every flag cmd_for() passes; all six comparator reference per_run.csv present (5916 rows each = 29 funcs x 4 dims x 51 runs, F2 excluded). Fixed a latent path bug that would have failed the verify stage AFTER the ~20h run: run.py writes <stage>/<algo>/<suite>/summary/per_run.csv but already_complete()/verify() read the flat path; added per_run_path() (mirrors runners/verification.py summary/-fallback) and proved it end-to-end with --verify-only --algorithms dt-gsk -> 5916 rows 'identical', OK to promote.","RESOLVED via Decision 7 Option 3 (DT-GSK-only fallback). Option 2 (re-time the six comparators) was executed 2026-07-21 via scripts/retime_comparators.py (CEC2017, 51 runs, ~22h) but FAILED the determinism gate: 3,772 scientific-column diffs -- the 2026-07-08 comparator evidence (commit 31c5a04c4) is not bit-reproducible under current code (dc924dc48; version/FP drift amplified by chaotic search, worst for scipy/local-search atmals-gsk ~31% / egsk ~29%). Confirmed deterministic within-commit (fresh re-run == tonight 30/30), so NOT a bug. tab:runtime re-scoped to DT-GSK-only with corrected post-fix numbers (4.93/13.04/23.30/41.59; the frozen table had shipped the stale PRE-FIX 69.04 while claiming post-fix provenance); runtime prose + supplement LM-04 reconciled; validate_runtime_provenance.py re-scoped to DT-GSK single-session (passes).","Runtime-provenance gate PASS (DT-GSK single host/workers/session). tab:runtime now single-provenance, no cross-algorithm runtime claim. Decision 7 amended to record Option 2 failure + Option 3 adoption. Downstream gates re-run after PDF/DOCX rebuild.",,2026-07-21
